,topology,lr,clip,sigma,sigma-cor,T,accuracy
0,ring,0.05,0.1,0.001104427723251801,0,1000,0.6661
1,ring,0.05,1.0,0.011044277232518015,0,1000,0.8665
2,ring,0.05,10.0,0.11044277232518016,0,1000,0.9059
3,ring,0.1,0.1,0.001104427723251801,0,1000,0.709
4,ring,0.1,1.0,0.011044277232518015,0,1000,0.8896
5,ring,0.1,10.0,0.11044277232518016,0,1000,0.9042
6,ring,0.5,0.1,0.001104427723251801,0,1000,0.8535
7,ring,0.5,1.0,0.011044277232518015,0,1000,0.9064
8,ring,0.5,10.0,0.11044277232518016,0,1000,0.8613
9,ring,1.0,0.1,0.001104427723251801,0,1000,0.884
10,ring,1.0,1.0,0.011044277232518015,0,1000,0.9066
11,ring,1.0,10.0,0.11044277232518016,0,1000,0.8532
12,ring,5.0,0.1,0.001104427723251801,0,1000,0.9057
13,ring,5.0,1.0,0.011044277232518015,0,1000,0.8665
14,ring,5.0,10.0,0.11044277232518016,0,1000,0.8491
