,topology,method,gamma,c_clip,eps_iter,eps,sigma,sigma_cor,loss
0,grid,Corr,0.0017,1.5,8.3279753358142e-06,1.0,-1.0,-1.0,inf
1,grid,Corr,0.0017,1.5,9.337215252313328e-06,1.0601586593974892,240.0271919328202,501.0,87.51796356377834
