,topology,method,gamma,c_clip,eps_iter,eps,sigma,sigma_cor,loss
0,ring,Corr,0.0017,1.5,0.0028079875771123315,25.0,-1.0,-1.0,inf
1,ring,Corr,0.0017,1.5,0.0028583796444403937,25.286597334643155,10.62076838896019,126.0,0.2538393929588431
2,ring,Corr,0.0017,1.5,0.0028655914933084867,25.32749746602599,11.233505026784815,94.0,0.15118049455862656
3,ring,Corr,0.0017,1.5,0.0028980435247681095,25.51118641355518,11.846241664609442,78.0,0.12279919304182627
4,ring,Corr,0.0017,1.5,0.002887290590629752,25.450385253205905,12.458978302434069,70.0,0.09268723237447933
5,ring,Corr,0.0017,1.5,0.002824370226204938,25.093330812671848,13.071714940258696,66.0,0.08745589126057678
6,ring,Corr,0.0017,1.5,0.0028414121560435385,25.190256563684212,14.297188215907948,57.0,0.08510439558998652
7,ring,Corr,0.0017,1.5,0.002837778909998029,25.16960621672274,16.135398129381826,49.0,0.07853147427835667
