,topology,method,gamma,c_clip,eps_iter,eps,sigma,sigma_cor,loss
0,ring,Corr,0.0017,1.5,0.0006201420914301681,10.0,-1.0,-1.0,inf
1,ring,Corr,0.0017,1.5,0.0006422546903435712,10.204607815153896,22.59997321199106,251.0,1.1858640799550575
2,ring,Corr,0.0017,1.5,0.0006502393456762646,10.27785652097369,23.90381782037516,188.0,0.6697556981945045
3,ring,Corr,0.0017,1.5,0.0006610271397225418,10.376303396620983,25.207662428759257,157.0,0.6019510672130808
4,ring,Corr,0.0017,1.5,0.0007180575938213374,10.887417384105802,26.511507037143357,126.0,0.4151828710318612
5,ring,Corr,0.0017,1.5,0.0007190630120531826,10.896294165577457,33.03073007906386,94.0,0.39753737039384257
