Step,topology,method,lr,momentum,clip,sigma,sigma-cor,epsilon,loss
-1,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,-1.0
0,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,0.3562109689787999
5,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,0.8865187105414286
10,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,0.9646943383986465
15,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,1.1350301943512329
20,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,1.6368155426760662
25,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,1.9232822116080275
30,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,1.7604099546227179
35,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,1.4833254061493175
40,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,1.3850912443742667
45,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,1.6037353819004045
50,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,1.6932663345227814
55,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,1.7746765997476484
60,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,1.3925705267135942
65,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,1.407793546269208
70,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,1.3776317122895776
75,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,1.5578483437172799
80,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,1.4233400386480346
85,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,1.3490980891116395
90,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,1.3463105411729561
95,ring,corr,0.05,0.0,0.05,2.5008383957937057,0.3003102702702703,10,1.339948061436374
