Step,topology,method,lr,momentum,clip,sigma,sigma-cor,epsilon,loss
-1,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,-1.0
0,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.35827484467560067
5,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.36128754404092966
10,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3562217194508146
15,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3565904152404087
20,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3618904906596956
25,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3604623273501407
30,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.36030613069858963
35,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3623623121983205
40,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3612453663659084
45,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3583917361730584
50,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3653091741254353
55,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3636551830599921
60,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3650655940342862
65,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3676559951197289
70,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3660735009292627
75,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.36777016241537064
80,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.36634297517504266
85,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3658708144551086
90,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.36739421548158324
95,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.36281951137881663
100,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.36414281850540653
105,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.36416101770086395
110,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3640639089208545
115,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3560220214238806
120,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3564542648368023
125,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.35801046802982184
130,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.36366485490340483
135,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3588716507469588
140,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.36143389419474214
145,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.36194338810558213
150,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.358973491250021
155,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3506569090876682
160,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.35082178401879105
165,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.354438645595316
170,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3537243990403124
175,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.35505747601985516
180,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3559251998833852
185,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.35064765525650765
190,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.34856053217558913
195,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.35101943868325514
200,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.35305349192440905
205,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3484360653671391
210,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3476987262425417
215,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3500356355682339
220,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.346065974955843
225,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.34628996717160887
230,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3406374389904965
235,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3468554702732406
240,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.34449820308254175
245,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.34058415810288967
250,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3421449438844013
255,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3431614934584586
260,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.34733631606934956
265,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3465460807225613
270,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3416190737140248
275,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.34005737674113723
280,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33835452331617655
285,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3373825279222312
290,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33857697540178255
295,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3368460087887857
300,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3350077721438022
305,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3408771336669886
310,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3372248946592816
315,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33696282632410024
320,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3336072480899722
325,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33794954337841066
330,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3377824177500651
335,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33985212577451407
340,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3399781661153787
345,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3412131346218409
350,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.344197513431019
355,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.34203493585105327
360,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33981409120042894
365,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3406583549482336
370,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33985832079153544
375,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3387822186197008
380,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3398135511774354
385,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.34261445791378387
390,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3414419698161568
395,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3406814706816186
400,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3388525370877322
405,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3331593735064683
410,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33589959036066896
415,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3325533366062712
420,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33553149926248127
425,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3353930888557468
430,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3339538560921236
435,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3323098734397294
440,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33275745283189706
445,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3345093560354535
450,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3360174534017045
455,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3385199979161214
460,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3387451892237615
465,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33842105920171606
470,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3390443196511912
475,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33475143518478334
480,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3349743266490115
485,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33504569753438596
490,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33897830202670653
495,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33688694355354887
500,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3332657380021402
505,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33490958427215467
510,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3400005848716473
515,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33985638982477084
520,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.343224784081981
525,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3445219955287445
530,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3436384235218939
535,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.34061756625752515
540,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3348952192377278
545,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33661395906506253
550,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33488236598947074
555,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.33148075477936845
560,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.330535136996554
565,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3277240174620858
570,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3275331591526851
575,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3303215450873569
580,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.32735841764608775
585,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.325221244934081
590,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.3242165726828743
595,ring,corr,0.1,0.0,0.001,0.047684379774719364,1e-05,10,0.32814760246409835
