Step,topology,method,lr,momentum,clip,sigma,sigma-cor,epsilon,loss
-1,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,-1.0
0,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,0.38939792211330326
5,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,0.7966525142539541
10,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,0.8981992385055156
15,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,0.9530507921851293
20,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,1.073958764522017
25,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,1.1487828038599823
30,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,1.1730635647687366
35,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,1.1945665453903387
40,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,1.3850862165050715
45,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,1.4985245928381423
50,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,1.5179101216352695
55,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,1.6404278919223811
60,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,1.7502211191945989
65,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,1.818709361661813
70,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,2.3110726444692675
75,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,2.0891856404645903
80,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,1.8000220209435573
85,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,1.8988341544973801
90,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,2.0292793275048355
95,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,2.277107985880964
100,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,2.2533472557226712
105,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,2.6576753889504823
110,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,2.9600537438690773
115,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,2.755967945337111
120,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,2.9216628456633154
125,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,2.725543062686549
130,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,2.5228412582304682
135,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,2.5955316677893245
140,ring,corr,0.05,0.0,0.1,4.9239305202155865,0.7007106306306305,10,2.368528660752707
