Step,topology,method,lr,momentum,clip,sigma,sigma-cor,epsilon,loss
-1,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,-1.0
0,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.38662870018136564
5,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3750790801157937
10,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.37177787978661037
15,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36688292229365405
20,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36452361423332535
25,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3669237416073735
30,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.364211550202728
35,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3629306560301978
40,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3665321875864662
45,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3694354234766253
50,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3644586995356164
55,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36630244792623334
60,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3716469154780433
65,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36856382961177026
70,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.37060161104631506
75,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36261880304868577
80,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36787309561668335
85,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36361369340031746
90,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3660099827709441
95,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36802342141262356
100,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3705522861867253
105,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.370162868417655
110,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36639904022363323
115,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36574303928773955
120,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36497780013412107
125,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3701744220638996
130,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3682330760705743
135,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36834198137901863
140,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3738107278319257
145,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3702425438783925
150,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.37151933770706913
155,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36887595684090446
160,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36938351251076085
165,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.37071229869788624
170,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3671387377232812
175,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3699652582478997
180,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3671485954792473
185,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36386955190563497
190,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3648123064557266
195,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3685493517486289
200,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3698577240994614
205,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3682578756273581
210,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36830420796310526
215,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3641685007271116
220,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3661235177385309
225,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36082893562920126
230,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.35897291121386754
235,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.360295310027427
240,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.35972088966188787
245,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3608317510884397
250,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3601042758675367
255,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3627643388821481
260,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3601133304027151
265,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3575962645915228
270,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36128161086579336
275,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.36053792698986287
280,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.35795724510148075
285,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.35748637234266245
290,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3549089744259305
295,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3535374343114873
300,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3513922381911825
305,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3507156803164012
310,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3491912916221863
315,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3473094233729329
320,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3447825014887156
325,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34758693613107605
330,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34436957154657055
335,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34804554659766496
340,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3469978288149781
345,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34634880656841416
350,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34668085397048165
355,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34593604023151536
360,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34503423126481336
365,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34608613647677644
370,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34697086512383934
375,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34381501383063295
380,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3497599915022094
385,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.35099913097997915
390,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3514332703725589
395,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34270028028793076
400,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3407763253401961
405,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3433763937274137
410,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34105310017490176
415,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3416604260663012
420,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3405869306183803
425,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3391155012127446
430,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.33801678383578526
435,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.33936792636938173
440,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3382525153282625
445,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3386364882102011
450,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3384003259273094
455,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3363974863870637
460,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3351966610048277
465,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3373351719428934
470,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3352777069225088
475,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.33769580529609544
480,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.33828341657069727
485,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.33902573265828284
490,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3391413471656691
495,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.343986787747924
500,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3370549259566348
505,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.33879660621408836
510,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3412288149688335
515,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3445149070838297
520,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34620540337362016
525,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3402901894325706
530,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34274897068562304
535,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3450539794980825
540,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.33887074387220206
545,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.33991077963325567
550,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3397027873059928
555,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34604090612050864
560,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34886115626813474
565,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3466129865334554
570,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3499366581460127
575,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34987156181267576
580,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3441300611524436
585,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34243470449557356
590,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3451842147401559
595,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34536486291947377
600,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34561487989322115
605,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34557419908498654
610,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3419202942881622
615,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.34082717167073795
620,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3363195186252792
625,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.335525419199983
630,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.33866814582605
635,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.333831932867797
640,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3354504123997031
645,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3372211017146911
650,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3356034739294592
655,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.33267428433771407
660,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3305973310306306
665,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3297368808874709
670,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3273301857551417
675,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3287565505691227
680,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3333307295263451
685,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.33281955209915437
690,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.33584689696734316
695,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3357685667259611
700,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.32842974248231915
705,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.33065710681747473
710,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.33041812847662044
715,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3320183854303813
720,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3325151624939674
725,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.33410932393157866
730,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.32976401888280726
735,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3293565366651148
740,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3253118272506057
745,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3233846235729193
750,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.32143993163054885
755,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.32173596906677515
760,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.32106550797329336
765,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.32222870889170463
770,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.31857606980088404
775,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3231862098448507
780,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.32171680392073754
785,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3254266551638233
790,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3230227525998093
795,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.32069299684365515
800,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.32017504857591506
805,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3195777697658071
810,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3197300444605935
815,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.317313409127458
820,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3149612863006277
825,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3141337649547865
830,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.31252914523219877
835,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3132630331149535
840,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3131300779375962
845,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.31573765068041215
850,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.313345050947455
855,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.31450090979813683
860,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3174174570102728
865,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3168724614735685
870,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.31765193275068027
875,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3152991736958143
880,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.31842010233071794
885,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.31532454732918913
890,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3202120064004095
895,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.31888537554084107
900,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3143155837432473
905,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3119524114981367
910,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3139241960863025
915,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3135390133775522
920,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3143268810395954
925,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.314920745703009
930,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.30906108170474955
935,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3092119123947584
940,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3072485303903634
945,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.30786832342678117
950,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3079594566779653
955,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3131030248056115
960,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3145884005143965
965,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3148730330351147
970,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3136866236416048
975,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3154846770956218
980,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.31362573561557106
985,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.30950997269914926
990,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3097505598906535
995,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3073825808515427
1000,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3133969427236767
1005,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3131977640567445
1010,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3149799351430146
1015,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.31143762902266103
1020,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.30924193312127624
1025,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3111574389275231
1030,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3175788187656652
1035,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3158047199943733
1040,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3115613849380364
1045,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.31150052113313087
1050,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.30905898482525884
1055,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3112591872966519
1060,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.31037300545444213
1065,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.31216165885929714
1070,ring,corr,0.01,0.0,0.01,0.500167679158741,1e-05,10,0.3101486978325029
