Step,topology,method,lr,momentum,clip,sigma,sigma-cor,epsilon,loss
-1,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,-1.0
0,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.3875565562520886
5,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.3852387775110877
10,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.3851324260854019
15,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.3832456853933722
20,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.38652798256886756
25,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.38284441327777363
30,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.3830844512499948
35,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.38473101802207843
40,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.3833324756174564
45,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.38251622098871674
50,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.3770708132628534
55,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.3782845675143435
60,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.3776376937327972
65,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.3771644505531353
70,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.37672573060515013
75,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.37701123071108134
80,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.3770022922402647
85,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.37534015884653005
90,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.37698491826795044
95,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.3768602232479612
100,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.3785504718009385
105,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.37761903805012176
110,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.3785683061556465
115,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.3792002153962323
120,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.38017922506203916
125,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.37680423762463733
130,ring,corr,0.05,0.0,0.001,0.047684379774719364,1e-05,10,0.37866464866143934
