Step,topology,method,lr,momentum,clip,sigma,sigma-cor,epsilon,loss
-1,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,-1.0
0,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.3655875921479844
5,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.4649634080967595
10,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.4847266208250802
15,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.4879385022772238
20,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.48037312876458216
25,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.5335561024064
30,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.4989192036722411
35,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.5959267229792553
40,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.5399389817634362
45,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.5041980246758102
50,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.5331499198797232
55,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.6013511199082959
60,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.49127721658447676
65,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.4989539006878596
70,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.528857544296493
75,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.546950657545764
80,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.46315679017450917
85,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.38554161697069433
90,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.47434674484913697
95,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.46358846885495153
100,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.4883628899000405
105,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.4380044150542861
110,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.4404553656248704
115,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.4677198448828347
120,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.4446893076649969
125,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.45355847014583983
130,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.3999525683102938
135,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.4022078763932355
140,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.4001119809170499
145,ring,corr,0.1,0.0,0.01,0.500167679158741,1e-05,10,0.4422349236762435
