,topology,lr,clip,sigma,sigma-cor,T,accuracy
0,grid,0.05,0.1,0.0007446914974619311,0,1000,0.6657
3,grid,0.1,0.1,0.0007446914974619311,0,1000,0.7087
14,grid,5.0,10.0,0.07446914974619309,0,1000,0.8514
6,grid,0.5,0.1,0.0007446914974619311,0,1000,0.8541
11,grid,1.0,10.0,0.07446914974619309,0,1000,0.8607
1,grid,0.05,1.0,0.0074469149746193095,0,1000,0.8674
8,grid,0.5,10.0,0.07446914974619309,0,1000,0.8731
13,grid,5.0,1.0,0.0074469149746193095,0,1000,0.883
9,grid,1.0,0.1,0.0007446914974619311,0,1000,0.885
4,grid,0.1,1.0,0.0074469149746193095,0,1000,0.8898
12,grid,5.0,0.1,0.0007446914974619311,0,1000,0.9075
7,grid,0.5,1.0,0.0074469149746193095,0,1000,0.9086
2,grid,0.05,10.0,0.07446914974619309,0,1000,0.9087
5,grid,0.1,10.0,0.07446914974619309,0,1000,0.9131
10,grid,1.0,1.0,0.0074469149746193095,0,1000,0.9138
