,topology,lr,clip,sigma,sigma-cor,T,accuracy
0,grid,0.05,0.1,0.0007446914974619311,0,1000,0.6657
1,grid,0.05,1.0,0.0074469149746193095,0,1000,0.8674
2,grid,0.05,10.0,0.07446914974619309,0,1000,0.9087
3,grid,0.1,0.1,0.0007446914974619311,0,1000,0.7087
4,grid,0.1,1.0,0.0074469149746193095,0,1000,0.8898
5,grid,0.1,10.0,0.07446914974619309,0,1000,0.9131
6,grid,0.5,0.1,0.0007446914974619311,0,1000,0.8541
7,grid,0.5,1.0,0.0074469149746193095,0,1000,0.9086
8,grid,0.5,10.0,0.07446914974619309,0,1000,0.8731
9,grid,1.0,0.1,0.0007446914974619311,0,1000,0.885
10,grid,1.0,1.0,0.0074469149746193095,0,1000,0.9138
11,grid,1.0,10.0,0.07446914974619309,0,1000,0.8607
12,grid,5.0,0.1,0.0007446914974619311,0,1000,0.9075
13,grid,5.0,1.0,0.0074469149746193095,0,1000,0.883
14,grid,5.0,10.0,0.07446914974619309,0,1000,0.8514
