Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,loss
-1,grid,corr,0.05,1,23.272714312571182,14.8149,10,-1.0
0,grid,corr,0.05,1,23.272714312571182,14.8149,10,0.4060212243810316
5,grid,corr,0.05,1,23.272714312571182,14.8149,10,16.691472156579668
10,grid,corr,0.05,1,23.272714312571182,14.8149,10,19.60528716560854
15,grid,corr,0.05,1,23.272714312571182,14.8149,10,17.20651125359254
20,grid,corr,0.05,1,23.272714312571182,14.8149,10,17.252445023399684
25,grid,corr,0.05,1,23.272714312571182,14.8149,10,21.04055549666233
30,grid,corr,0.05,1,23.272714312571182,14.8149,10,23.82672056392684
35,grid,corr,0.05,1,23.272714312571182,14.8149,10,23.8293775013871
40,grid,corr,0.05,1,23.272714312571182,14.8149,10,25.59898938445573
45,grid,corr,0.05,1,23.272714312571182,14.8149,10,24.18124546762038
50,grid,corr,0.05,1,23.272714312571182,14.8149,10,22.07791892593594
55,grid,corr,0.05,1,23.272714312571182,14.8149,10,26.211610247002557
60,grid,corr,0.05,1,23.272714312571182,14.8149,10,27.100457632093185
65,grid,corr,0.05,1,23.272714312571182,14.8149,10,28.503732596638148
70,grid,corr,0.05,1,23.272714312571182,14.8149,10,28.01524205882321
75,grid,corr,0.05,1,23.272714312571182,14.8149,10,27.926144314690344
80,grid,corr,0.05,1,23.272714312571182,14.8149,10,27.63995448158074
85,grid,corr,0.05,1,23.272714312571182,14.8149,10,29.72288118720453
90,grid,corr,0.05,1,23.272714312571182,14.8149,10,30.00460214708545
95,grid,corr,0.05,1,23.272714312571182,14.8149,10,30.068143052855437
100,grid,corr,0.05,1,23.272714312571182,14.8149,10,31.855457278897745
105,grid,corr,0.05,1,23.272714312571182,14.8149,10,31.185778203272857
110,grid,corr,0.05,1,23.272714312571182,14.8149,10,30.05217504727543
115,grid,corr,0.05,1,23.272714312571182,14.8149,10,31.794282927850553
120,grid,corr,0.05,1,23.272714312571182,14.8149,10,32.069929014379284
125,grid,corr,0.05,1,23.272714312571182,14.8149,10,33.19695884167695
130,grid,corr,0.05,1,23.272714312571182,14.8149,10,34.076980230992135
135,grid,corr,0.05,1,23.272714312571182,14.8149,10,34.41127015105111
140,grid,corr,0.05,1,23.272714312571182,14.8149,10,34.77615373564187
145,grid,corr,0.05,1,23.272714312571182,14.8149,10,33.647240415492256
150,grid,corr,0.05,1,23.272714312571182,14.8149,10,34.78471783123592
155,grid,corr,0.05,1,23.272714312571182,14.8149,10,34.53971239121729
160,grid,corr,0.05,1,23.272714312571182,14.8149,10,34.91153259176298
165,grid,corr,0.05,1,23.272714312571182,14.8149,10,35.35515789412252
170,grid,corr,0.05,1,23.272714312571182,14.8149,10,34.66316395871885
175,grid,corr,0.05,1,23.272714312571182,14.8149,10,35.97309499332815
180,grid,corr,0.05,1,23.272714312571182,14.8149,10,35.70399219978743
185,grid,corr,0.05,1,23.272714312571182,14.8149,10,35.07638219193246
190,grid,corr,0.05,1,23.272714312571182,14.8149,10,35.953417733819634
195,grid,corr,0.05,1,23.272714312571182,14.8149,10,35.04424699865132
200,grid,corr,0.05,1,23.272714312571182,14.8149,10,35.21567756029447
205,grid,corr,0.05,1,23.272714312571182,14.8149,10,36.16086119535853
210,grid,corr,0.05,1,23.272714312571182,14.8149,10,35.58745663400518
215,grid,corr,0.05,1,23.272714312571182,14.8149,10,35.62305302080142
220,grid,corr,0.05,1,23.272714312571182,14.8149,10,36.28472830080405
225,grid,corr,0.05,1,23.272714312571182,14.8149,10,36.02790661144967
230,grid,corr,0.05,1,23.272714312571182,14.8149,10,36.148914823639224
235,grid,corr,0.05,1,23.272714312571182,14.8149,10,36.38827154241831
240,grid,corr,0.05,1,23.272714312571182,14.8149,10,37.52426734581618
245,grid,corr,0.05,1,23.272714312571182,14.8149,10,37.108902316320496
250,grid,corr,0.05,1,23.272714312571182,14.8149,10,36.45340058809691
255,grid,corr,0.05,1,23.272714312571182,14.8149,10,37.92333349209251
260,grid,corr,0.05,1,23.272714312571182,14.8149,10,38.09850144080505
265,grid,corr,0.05,1,23.272714312571182,14.8149,10,38.22183159727943
270,grid,corr,0.05,1,23.272714312571182,14.8149,10,38.36380015466367
275,grid,corr,0.05,1,23.272714312571182,14.8149,10,37.689920294850815
280,grid,corr,0.05,1,23.272714312571182,14.8149,10,38.101330041550845
285,grid,corr,0.05,1,23.272714312571182,14.8149,10,37.76727644691028
290,grid,corr,0.05,1,23.272714312571182,14.8149,10,37.83033131483047
295,grid,corr,0.05,1,23.272714312571182,14.8149,10,39.11747001759392
300,grid,corr,0.05,1,23.272714312571182,14.8149,10,38.69790414306803
305,grid,corr,0.05,1,23.272714312571182,14.8149,10,38.42260152678364
310,grid,corr,0.05,1,23.272714312571182,14.8149,10,38.282035706368276
315,grid,corr,0.05,1,23.272714312571182,14.8149,10,38.948389275740745
320,grid,corr,0.05,1,23.272714312571182,14.8149,10,38.82069106164076
325,grid,corr,0.05,1,23.272714312571182,14.8149,10,39.10030720537887
330,grid,corr,0.05,1,23.272714312571182,14.8149,10,39.60885044646283
335,grid,corr,0.05,1,23.272714312571182,14.8149,10,39.63617064458361
340,grid,corr,0.05,1,23.272714312571182,14.8149,10,39.910819962929374
345,grid,corr,0.05,1,23.272714312571182,14.8149,10,39.35565690345696
350,grid,corr,0.05,1,23.272714312571182,14.8149,10,40.04041515777372
355,grid,corr,0.05,1,23.272714312571182,14.8149,10,39.9038907269327
360,grid,corr,0.05,1,23.272714312571182,14.8149,10,39.50020570006626
365,grid,corr,0.05,1,23.272714312571182,14.8149,10,40.22881968519859
370,grid,corr,0.05,1,23.272714312571182,14.8149,10,41.154023800274764
375,grid,corr,0.05,1,23.272714312571182,14.8149,10,40.7356906230064
380,grid,corr,0.05,1,23.272714312571182,14.8149,10,40.521523583080324
385,grid,corr,0.05,1,23.272714312571182,14.8149,10,41.04623320590823
390,grid,corr,0.05,1,23.272714312571182,14.8149,10,40.59158012718427
395,grid,corr,0.05,1,23.272714312571182,14.8149,10,40.69997988895454
400,grid,corr,0.05,1,23.272714312571182,14.8149,10,41.1527470445037
405,grid,corr,0.05,1,23.272714312571182,14.8149,10,40.627147311829404
410,grid,corr,0.05,1,23.272714312571182,14.8149,10,40.93710720427766
