Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,loss
-1,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,-1.0
0,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,0.36809158587496416
5,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,24.156062737792414
10,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,27.363435224832475
15,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,29.239008770326066
20,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,29.955200540644228
25,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,30.326062326446788
30,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,30.856733040371388
35,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,31.20703512147442
40,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,31.39452920214244
45,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,31.536800278571235
50,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,31.804867178731143
55,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,31.728964367475108
60,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,31.891158904420173
65,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.157476486788916
70,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.28887302082532
75,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.26742939242696
80,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.30313041536767
85,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.381248028431386
90,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.42334180879987
95,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.44970301832737
100,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.46056521412947
105,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.58011019593414
110,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.52651307655393
115,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.56694796064171
120,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.60458753527409
125,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.60851064101835
130,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.660583242356005
135,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.57871449414285
140,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.47232069622165
145,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.72620174920904
150,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.75686248890097
155,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.73300827548676
160,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.40845868681569
165,grid,corr,0.05,0.5,6.738010185558171,37.537600000000005,10,32.548362304416145
