,topology,lr,clip,sigma,sigma-cor,T,accuracy
0,centralized,0.05,0.1,0.0002192182028248947,0,1000,0.6656
3,centralized,0.1,0.1,0.0002192182028248947,0,1000,0.7089
6,centralized,0.5,0.1,0.0002192182028248947,0,1000,0.8539
1,centralized,0.05,1.0,0.002192182028248947,0,1000,0.868
9,centralized,1.0,0.1,0.0002192182028248947,0,1000,0.8858
14,centralized,5.0,10.0,0.021921820282489474,0,1000,0.8882
4,centralized,0.1,1.0,0.002192182028248947,0,1000,0.8897
11,centralized,1.0,10.0,0.021921820282489474,0,1000,0.9104
12,centralized,5.0,0.1,0.0002192182028248947,0,1000,0.9108
7,centralized,0.5,1.0,0.002192182028248947,0,1000,0.9122
2,centralized,0.05,10.0,0.021921820282489474,0,1000,0.913
10,centralized,1.0,1.0,0.002192182028248947,0,1000,0.9216
5,centralized,0.1,10.0,0.021921820282489474,0,1000,0.9222
8,centralized,0.5,10.0,0.021921820282489474,0,1000,0.9273
13,centralized,5.0,1.0,0.002192182028248947,0,1000,0.9304
