,topology,lr,clip,momentum,sigma,sigma-cor,T,loss
5,centralized,0.01,0.1,0.0,1.4236900936320092,0,5000,0.06782511989417948
10,centralized,0.1,0.01,0.0,0.1423690093632009,0,5000,0.06788468752757386
2,centralized,0.005,0.1,0.0,1.4236900936320092,0,5000,0.094701940965952
7,centralized,0.05,0.01,0.0,0.1423690093632009,0,5000,0.09476179669662387
8,centralized,0.05,0.1,0.0,1.4236900936320092,0,5000,0.19989631402697505
4,centralized,0.01,0.01,0.0,0.1423690093632009,0,5000,0.22209529984863868
9,centralized,0.1,0.001,0.0,0.014236900936320091,0,5000,0.22221060636680037
1,centralized,0.005,0.01,0.0,0.1423690093632009,0,5000,0.27740002235136374
6,centralized,0.05,0.001,0.0,0.014236900936320091,0,5000,0.2774406561176399
3,centralized,0.01,0.001,0.0,0.014236900936320091,0,5000,0.36208078203879146
0,centralized,0.005,0.001,0.0,0.014236900936320091,0,5000,0.37633062398808814
11,centralized,0.1,0.1,0.0,1.4236900936320092,0,5000,0.4798454146117368
