,topology,lr,clip,sigma,sigma-cor,T,accuracy
0,ring,0.05,0.1,0.0009645953393959156,0,1000,0.666
1,ring,0.05,1.0,0.009645953393959157,0,1000,0.867
2,ring,0.05,10.0,0.09645953393959157,0,1000,0.9071
3,ring,0.1,0.1,0.0009645953393959156,0,1000,0.7088
4,ring,0.1,1.0,0.009645953393959157,0,1000,0.8894
5,ring,0.1,10.0,0.09645953393959157,0,1000,0.9061
6,ring,0.5,0.1,0.0009645953393959156,0,1000,0.8537
7,ring,0.5,1.0,0.009645953393959157,0,1000,0.9075
8,ring,0.5,10.0,0.09645953393959157,0,1000,0.8693
9,ring,1.0,0.1,0.0009645953393959156,0,1000,0.884
10,ring,1.0,1.0,0.009645953393959157,0,1000,0.9088
11,ring,1.0,10.0,0.09645953393959157,0,1000,0.8591
12,ring,5.0,0.1,0.0009645953393959156,0,1000,0.9061
13,ring,5.0,1.0,0.009645953393959157,0,1000,0.8769
14,ring,5.0,10.0,0.09645953393959157,0,1000,0.8553
