,topology,method,gamma,c_clip,eps_iter,eps,sigma,sigma_cor,loss
0,centralized,Corr,0.0017,1.5,0.0019723675501316287,20.0,-1.0,-1.0,inf
1,centralized,Corr,0.0017,1.5,0.0019883295876571444,20.1007579883287,6.823611500294356,12.0,0.00029314560330348483
