,topology,method,gamma,c_clip,eps_iter,eps,sigma,sigma_cor,loss
0,grid,Corr,0.0017,1.5,6.93932847700401e-05,3.0,-1.0,-1.0,10.0
1,grid,Corr,0.0017,1.5,7.97934304591554e-05,3.2304171245295437,36.37889422592326,251.0,1.636900904042615
2,grid,Corr,0.0017,1.5,0.00014174578839974453,4.394053440239073,40.92625600416367,126.0,0.47181587291930654
3,grid,Corr,0.0017,1.5,0.00013219844772895275,4.231766265426335,45.47361778240408,126.0,0.4524262033992108
