Step,topology,method,lr,momentum,clip,sigma,sigma-cor,epsilon,loss
-1,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,-1.0
0,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.3695638437766958
5,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.7622073195563835
10,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5142163804483304
15,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.6660846608200153
20,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.6148204049645524
25,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5151224107000365
30,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5501810067367664
35,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.6304835342475389
40,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.7313478565316281
45,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.7556127207184505
50,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.7971371655658811
55,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.9746921676197632
60,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.9343529627256334
65,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.82792288831597
70,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.8216080676241025
75,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.8833160221586093
80,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.7860794049704619
85,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.8466843997408177
90,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.7005227664208066
95,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.6957332219858948
100,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.500223376108142
105,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5372899228565087
110,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.6491699614600014
115,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.806472914621866
120,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.7662603880398661
125,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.7307295704655771
130,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.8269664985630681
135,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.833363186416258
140,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.9045119093510458
145,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.7819062180147539
150,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.7697143968735104
155,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.776904765150863
160,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.6440451511260864
165,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.4098692674369927
170,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.4516585916496655
175,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5281032534425267
180,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.456724050760991
185,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.44187018576098613
190,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.4506702293018957
195,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.45197947017434126
200,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5638409226704144
205,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.49611961813226924
210,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5857967352002679
215,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.4293777834845339
220,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5492231252541848
225,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5163701689465139
230,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5485175918834049
235,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.47607725389244815
240,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.6133704597102536
245,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.6203831769939905
250,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.719297660758183
255,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.6479567940758478
260,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.4565200456912831
265,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.4920304597148212
270,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.4620586388080913
275,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5188193915448858
280,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5663568233776125
285,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.46313898085673444
290,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.4288971722265328
295,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.49906058525675334
300,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5227756924509341
305,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.6586294144043021
310,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5869239747672006
315,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5623656514936882
320,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.49969679539092116
325,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.47700192238508765
330,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.4445451834658697
335,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.480718834092251
340,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5055923581644961
345,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5567846001947515
350,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.4958566786313042
355,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.48943345223564294
360,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.4351100860563395
365,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.4558948795531511
370,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.43682561550923316
375,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.46009330205854615
380,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5490093836084843
385,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5383822329445531
390,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5660151988176892
395,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.47949509445144467
400,ring,corr,0.5,0.0,0.005,0.2500838395793705,1e-05,10,0.5081860618740721
