Step,topology,method,lr,momentum,clip,sigma,sigma-cor,epsilon,loss
-1,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,-1.0
0,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.42760238424825014
5,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.43395191102450215
10,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4334238656144005
15,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4344532735769747
20,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.43424274203727464
25,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4348950609430403
30,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.436465081381021
35,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4367467932028255
40,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.43624542197136806
45,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4373343645287753
50,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.43480356728350644
55,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.43515005204076007
60,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.43876788595902716
65,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4365371961105383
70,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.43691067003659356
75,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.43673936615908393
80,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4363730717848787
85,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.42838144688099866
90,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4375744827186955
95,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4391681858255806
100,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.43910201712538643
105,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.433907861034443
110,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.43115363185004607
115,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4266772375220689
120,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.42058847214751216
125,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4185151642557233
130,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4227076780756641
135,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4202007555483257
140,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4208421337395727
145,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4138162146337949
150,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4186391146986118
155,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.42081644797719675
160,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4178187023864758
165,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.41546167811555057
170,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.42056895006817496
175,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.42140251393581174
180,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4202265534244264
185,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.416159613177861
190,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.411284426122278
195,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.41480059329441343
200,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.40720461036983313
205,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.40633364180237186
210,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4026124203081203
215,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.40132398397588975
220,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.395400478598833
225,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4000264009178617
230,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.4049741764065571
235,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.41066269601628935
240,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.40772384298824593
245,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.40645796221444286
250,ring,corr,0.1,0.0,0.001,0.050016767915874116,1e-05,10,0.40704324858535246
