Step,topology,method,lr,momentum,clip,sigma,sigma-cor,epsilon,loss
-1,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,-1.0
0,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39620767407953117
5,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3972674642448538
10,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39731423468009885
15,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3975344727491821
20,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39768576614438556
25,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3981573253065528
30,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39785728322082303
35,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39773485822545085
40,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39748971251063725
45,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3977212476523865
50,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3974671285292889
55,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39751855958109805
60,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39744849583952313
65,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39769739645127666
70,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39703682756485503
75,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.397851904521591
80,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39822291684928846
85,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3982497872113324
90,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3978695176761142
95,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39834462300460716
100,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.398238711111797
105,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.398568985873629
110,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3983793584152876
115,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.398009884089496
120,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3983332486453477
125,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3983561414959176
130,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3990362006281526
135,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.398418353207183
140,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39849419368733496
145,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3981198507516055
150,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39842780251669807
155,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3982388669548831
160,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39826936001297863
165,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39792579134497275
170,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39785340240548284
175,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3980254903630238
180,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3981777638660172
185,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.398000856719931
190,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3980836702220515
195,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3980672541801269
200,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3983002078365654
205,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3983898446203664
210,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3985122291231168
215,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39832816865102827
220,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3980751686176913
225,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39797637738938374
230,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39851632055521247
235,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39869186932592793
240,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3984675368095244
245,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39848734960558596
250,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39852129245499857
255,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39879441624150824
260,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3981516644321509
265,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39872377116488833
270,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3986630250899079
275,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3985657149695073
280,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3982573953215338
285,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3979250404708221
290,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3981795853839677
295,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3979904735430827
300,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39812586324598176
305,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3974657441248972
310,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39736073378556647
315,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39705778800431235
320,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3970118135034939
325,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39646861639753905
330,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39735022680277376
335,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3969124647848896
340,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.397195939868364
345,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3973821652569173
350,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39724453135656923
355,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3978941901162256
360,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.3970828602276908
365,ring,corr,0.005,0.0,0.001,0.050016767915874116,1e-05,10,0.39774971382941704
