Step,topology,method,lr,momentum,clip,sigma,sigma-cor,epsilon,loss
-1,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,-1.0
0,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.37587600171629076
5,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.3496536497646656
10,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.3316037968941379
15,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.3411482710625712
20,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.3567483708694903
25,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.37784805073371575
30,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.3946215447388942
35,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.4238600795719597
40,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.43068302690040083
45,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.4466205964882436
50,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.45077626513392766
55,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.4532483278007733
60,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.46959205193211306
65,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.4854767599468325
70,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.5057377669980377
75,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.5175918729498288
80,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.5287053906309884
85,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.5538893341656806
90,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.5676210521363075
95,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.5793395567969055
100,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.5897148632444169
105,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.6004148097519646
110,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.6285606076825785
115,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.6493332076886174
120,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.6657039983842598
125,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.7086447956658127
130,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.7388470125740779
135,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.7413055897462583
140,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.7676054589880873
145,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.7993283000701329
150,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.8305566034573114
155,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.8382606370840436
160,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.8704600828614856
165,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.89365459138626
170,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.9154090563499567
175,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.9457321946855416
180,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.9506623301788123
185,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.9667857626732957
190,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,0.993206837413077
195,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,1.0203736676751674
200,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,1.078927712980997
205,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,1.0986600725649365
210,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,1.1251374578472966
215,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,1.167030349773793
220,ring,corr,0.01,0.0,0.05,1.5290100036458925,1.9019117117117117,10,1.193131384011786
