Step,topology,method,lr,momentum,clip,sigma,sigma-cor,epsilon,loss
-1,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,-1.0
0,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,0.3732840456840629
5,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,0.3795164433352246
10,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,0.4622736200776765
15,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,0.5523216961116945
20,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,0.645392795090964
25,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,0.7407225037006308
30,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,0.836757269214561
35,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,0.9137448090130845
40,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,0.986328766895647
45,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,1.0785577944470313
50,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,1.1434158222404927
55,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,1.2207375349849845
60,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,1.2835747435662643
65,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,1.347928895348593
70,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,1.4073880256415898
75,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,1.4995996920066887
80,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,1.5486720271371355
85,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,1.6241835371995688
90,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,1.678891453942989
95,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,1.756693243626577
100,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,1.828646116703244
105,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,1.9168816636587063
110,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,1.9695655232868479
115,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,2.052484957785654
120,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,2.0981598883218826
125,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,2.1839216615008183
130,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,2.244930917453736
135,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,2.319267692440137
140,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,2.4214361881993582
145,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,2.4827017801804816
150,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,2.57403504946098
155,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,2.630091609831012
160,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,2.6994382431168984
165,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,2.797213097479278
170,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,2.8405841017606357
175,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,2.9086353482608667
180,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,2.9850945901121597
185,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,3.051408677185491
190,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,3.150079419145428
195,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,3.1760894276041878
200,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,3.2669452257798683
205,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,3.3579398849643467
210,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,3.4502889788889757
215,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,3.4767826914122733
220,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,3.5580026449677944
225,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,3.6460307006372474
230,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,3.7672197578722573
235,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,3.7817325063319
240,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,3.893517278727077
245,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,3.9456488640989162
250,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,4.064261529638113
255,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,4.057957416357186
260,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,4.169102926457778
265,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,4.241032822588576
270,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,4.309495188383247
275,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,4.392555658154167
280,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,4.4778094803299355
285,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,4.565388658791977
290,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,4.602062751596021
295,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,4.709257825443271
300,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,4.750493615510396
305,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,4.8124962096159285
310,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,4.907140746515444
315,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,4.9624246055523065
320,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,5.081293861824231
325,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,5.117971675686364
330,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,5.209881567230183
335,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,5.272487500125397
340,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,5.375348052691944
345,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,5.404308812364774
350,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,5.523720941284515
355,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,5.558742302889281
360,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,5.645698416841109
365,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,5.717430309184551
370,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,5.811690008974638
375,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,5.8622541732456295
380,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,5.927397215032885
385,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,5.991624718631935
390,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,6.066283543463294
395,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,6.151970735234252
400,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,6.206712708385898
405,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,6.329199524011723
410,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,6.403315309741042
415,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,6.4871734677652135
420,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,6.561883044589074
425,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,6.675633756040501
430,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,6.78747579652694
435,ring,corr,0.005,0.0,0.05,0.6738010185558171,6.206215585585586,10,6.721117768894284
