Step,topology,method,lr,momentum,clip,sigma,sigma-cor,epsilon,loss
-1,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,-1.0
0,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.42453187375013945
5,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.42395840031338594
10,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4226788607627915
15,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.417603192136086
20,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41789957109016296
25,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4168665463360861
30,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4196414719906453
35,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.42077269640693105
40,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41941683494691806
45,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4205880027905038
50,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4200497668001322
55,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.424513017583213
60,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4245509281374026
65,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4271497938444928
70,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4244442496380211
75,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.42356784130103964
80,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.42250069546916735
85,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.42149580149136345
90,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4208036117338453
95,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4241688774357022
100,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.42121232264118746
105,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4234111136391975
110,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4196479365681224
115,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4218427380403611
120,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4208192205490584
125,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4220352398494738
130,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4255009626074404
135,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4219498139355441
140,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.42130787632559363
145,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4195931702758823
150,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41665361400140155
155,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41740086109950114
160,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4163287194941443
165,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41556288541245956
170,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41452510436837464
175,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41545624156563976
180,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4165290618154608
185,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4119368650692877
190,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.413046317834441
195,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41158447698156553
200,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4110195747477573
205,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41405942750709257
210,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4106088961936264
215,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41161329533072333
220,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41447788102100447
225,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4144506366085766
230,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4164828646136649
235,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4138131165508211
240,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41690941316151
245,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41979391801573673
250,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41806403125328295
255,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.42000582982758117
260,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4177858942806857
265,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4184359800530264
270,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41626297279630264
275,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4127932115912374
280,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4116950915627229
285,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4108362557184413
290,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4090971596651828
295,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4121622458078489
300,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4174971892335274
305,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4141085441191523
310,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4156357802148457
315,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4183054528237099
320,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4137307726880537
325,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4139497268655675
330,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41698124695537153
335,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4175273383493546
340,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4136030415196047
345,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41999306180007223
350,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41456589215674233
355,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41330439032904964
360,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41348899671937356
365,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.4124132844525338
370,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41452080615784215
375,ring,corr,0.005,0.0,0.01,0.500167679158741,1e-05,10,0.41258855554303886
