Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,loss
-1,centralized,ldp,0.5,0.1,2.539711531479618,0,10,-1.0
0,centralized,ldp,0.5,0.1,2.539711531479618,0,10,0.32362324723867086
5,centralized,ldp,0.5,0.1,2.539711531479618,0,10,21.31753462128545
10,centralized,ldp,0.5,0.1,2.539711531479618,0,10,21.127126163691585
15,centralized,ldp,0.5,0.1,2.539711531479618,0,10,19.97836598180695
20,centralized,ldp,0.5,0.1,2.539711531479618,0,10,24.963036818793466
25,centralized,ldp,0.5,0.1,2.539711531479618,0,10,24.717925211003166
30,centralized,ldp,0.5,0.1,2.539711531479618,0,10,25.403710461195743
35,centralized,ldp,0.5,0.1,2.539711531479618,0,10,23.701188694019436
40,centralized,ldp,0.5,0.1,2.539711531479618,0,10,25.140372347616903
45,centralized,ldp,0.5,0.1,2.539711531479618,0,10,25.8928793535013
50,centralized,ldp,0.5,0.1,2.539711531479618,0,10,28.809701383743562
55,centralized,ldp,0.5,0.1,2.539711531479618,0,10,29.519513753012298
60,centralized,ldp,0.5,0.1,2.539711531479618,0,10,32.53779624638366
65,centralized,ldp,0.5,0.1,2.539711531479618,0,10,33.0534194437772
70,centralized,ldp,0.5,0.1,2.539711531479618,0,10,32.64074527120281
75,centralized,ldp,0.5,0.1,2.539711531479618,0,10,28.52718644391288
80,centralized,ldp,0.5,0.1,2.539711531479618,0,10,27.465503916599513
85,centralized,ldp,0.5,0.1,2.539711531479618,0,10,25.727802614425126
90,centralized,ldp,0.5,0.1,2.539711531479618,0,10,25.34698195869632
95,centralized,ldp,0.5,0.1,2.539711531479618,0,10,28.051462441966784
100,centralized,ldp,0.5,0.1,2.539711531479618,0,10,27.25890184976348
105,centralized,ldp,0.5,0.1,2.539711531479618,0,10,26.692784783757624
110,centralized,ldp,0.5,0.1,2.539711531479618,0,10,24.86995756768845
115,centralized,ldp,0.5,0.1,2.539711531479618,0,10,22.605618012393585
120,centralized,ldp,0.5,0.1,2.539711531479618,0,10,22.32175005367585
125,centralized,ldp,0.5,0.1,2.539711531479618,0,10,25.058791506566955
130,centralized,ldp,0.5,0.1,2.539711531479618,0,10,27.477455839110963
135,centralized,ldp,0.5,0.1,2.539711531479618,0,10,28.220454585216203
140,centralized,ldp,0.5,0.1,2.539711531479618,0,10,27.715798598482614
145,centralized,ldp,0.5,0.1,2.539711531479618,0,10,24.017791057154152
150,centralized,ldp,0.5,0.1,2.539711531479618,0,10,23.790030147230798
155,centralized,ldp,0.5,0.1,2.539711531479618,0,10,22.67749752538967
160,centralized,ldp,0.5,0.1,2.539711531479618,0,10,20.682523649605333
165,centralized,ldp,0.5,0.1,2.539711531479618,0,10,19.340105990192175
170,centralized,ldp,0.5,0.1,2.539711531479618,0,10,18.990929294035592
175,centralized,ldp,0.5,0.1,2.539711531479618,0,10,18.5131723190468
180,centralized,ldp,0.5,0.1,2.539711531479618,0,10,15.780064765965973
185,centralized,ldp,0.5,0.1,2.539711531479618,0,10,14.964572748691896
190,centralized,ldp,0.5,0.1,2.539711531479618,0,10,16.333467281766612
195,centralized,ldp,0.5,0.1,2.539711531479618,0,10,16.789062081243678
200,centralized,ldp,0.5,0.1,2.539711531479618,0,10,14.840561047670187
205,centralized,ldp,0.5,0.1,2.539711531479618,0,10,15.835225751337047
