Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,loss
-1,centralized,ldp,0.05,1,25.39711531479618,0,10,-1.0
0,centralized,ldp,0.05,1,25.39711531479618,0,10,0.3815354553256485
5,centralized,ldp,0.05,1,25.39711531479618,0,10,10.33230675165887
10,centralized,ldp,0.05,1,25.39711531479618,0,10,7.9917645075821815
15,centralized,ldp,0.05,1,25.39711531479618,0,10,9.070446709330797
20,centralized,ldp,0.05,1,25.39711531479618,0,10,8.96471190569662
25,centralized,ldp,0.05,1,25.39711531479618,0,10,9.200226699956861
30,centralized,ldp,0.05,1,25.39711531479618,0,10,8.853649452107701
35,centralized,ldp,0.05,1,25.39711531479618,0,10,7.854472769410655
40,centralized,ldp,0.05,1,25.39711531479618,0,10,8.09666905763729
45,centralized,ldp,0.05,1,25.39711531479618,0,10,9.143670623308775
50,centralized,ldp,0.05,1,25.39711531479618,0,10,8.940702460078915
55,centralized,ldp,0.05,1,25.39711531479618,0,10,8.252755461869443
60,centralized,ldp,0.05,1,25.39711531479618,0,10,8.52346007673729
65,centralized,ldp,0.05,1,25.39711531479618,0,10,9.19704603198363
70,centralized,ldp,0.05,1,25.39711531479618,0,10,7.865375774826963
75,centralized,ldp,0.05,1,25.39711531479618,0,10,7.517360598179811
80,centralized,ldp,0.05,1,25.39711531479618,0,10,6.754982839128451
85,centralized,ldp,0.05,1,25.39711531479618,0,10,7.332210991469364
90,centralized,ldp,0.05,1,25.39711531479618,0,10,7.0473068913798125
95,centralized,ldp,0.05,1,25.39711531479618,0,10,7.804205620769724
100,centralized,ldp,0.05,1,25.39711531479618,0,10,7.26029764172735
105,centralized,ldp,0.05,1,25.39711531479618,0,10,7.116514636618817
110,centralized,ldp,0.05,1,25.39711531479618,0,10,7.0656051099017265
115,centralized,ldp,0.05,1,25.39711531479618,0,10,6.91141272526636
120,centralized,ldp,0.05,1,25.39711531479618,0,10,7.195915663200537
125,centralized,ldp,0.05,1,25.39711531479618,0,10,7.2597478871452195
130,centralized,ldp,0.05,1,25.39711531479618,0,10,7.150542233708699
135,centralized,ldp,0.05,1,25.39711531479618,0,10,6.817744982851344
140,centralized,ldp,0.05,1,25.39711531479618,0,10,6.874367072911488
145,centralized,ldp,0.05,1,25.39711531479618,0,10,7.305643602853046
150,centralized,ldp,0.05,1,25.39711531479618,0,10,7.146641131396576
155,centralized,ldp,0.05,1,25.39711531479618,0,10,7.904830822645649
160,centralized,ldp,0.05,1,25.39711531479618,0,10,7.674791528281439
165,centralized,ldp,0.05,1,25.39711531479618,0,10,7.487217561860052
170,centralized,ldp,0.05,1,25.39711531479618,0,10,7.285879086828331
175,centralized,ldp,0.05,1,25.39711531479618,0,10,8.657588889456964
