Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,loss
-1,centralized,ldp,0.05,0.5,25.39711531479618,0,10,-1.0
0,centralized,ldp,0.05,0.5,25.39711531479618,0,10,0.4339609168742582
5,centralized,ldp,0.05,0.5,25.39711531479618,0,10,8.832694740351867
10,centralized,ldp,0.05,0.5,25.39711531479618,0,10,9.29704268117559
15,centralized,ldp,0.05,0.5,25.39711531479618,0,10,10.385206913871999
20,centralized,ldp,0.05,0.5,25.39711531479618,0,10,10.270007932476016
25,centralized,ldp,0.05,0.5,25.39711531479618,0,10,9.543766524268836
30,centralized,ldp,0.05,0.5,25.39711531479618,0,10,10.18668100292498
35,centralized,ldp,0.05,0.5,25.39711531479618,0,10,9.993300800391994
40,centralized,ldp,0.05,0.5,25.39711531479618,0,10,9.666610133784072
45,centralized,ldp,0.05,0.5,25.39711531479618,0,10,11.045116498091382
50,centralized,ldp,0.05,0.5,25.39711531479618,0,10,11.229234502754695
55,centralized,ldp,0.05,0.5,25.39711531479618,0,10,10.87334757189931
60,centralized,ldp,0.05,0.5,25.39711531479618,0,10,11.625801756668473
65,centralized,ldp,0.05,0.5,25.39711531479618,0,10,11.574760890375362
70,centralized,ldp,0.05,0.5,25.39711531479618,0,10,11.406433962498783
75,centralized,ldp,0.05,0.5,25.39711531479618,0,10,10.94127928886501
80,centralized,ldp,0.05,0.5,25.39711531479618,0,10,11.234818236221221
85,centralized,ldp,0.05,0.5,25.39711531479618,0,10,11.713225216359417
90,centralized,ldp,0.05,0.5,25.39711531479618,0,10,11.635655181442766
95,centralized,ldp,0.05,0.5,25.39711531479618,0,10,11.325368098135998
100,centralized,ldp,0.05,0.5,25.39711531479618,0,10,10.919655083459432
105,centralized,ldp,0.05,0.5,25.39711531479618,0,10,10.963519130580748
110,centralized,ldp,0.05,0.5,25.39711531479618,0,10,11.637764718447766
115,centralized,ldp,0.05,0.5,25.39711531479618,0,10,11.110018831393129
120,centralized,ldp,0.05,0.5,25.39711531479618,0,10,10.929041208913999
125,centralized,ldp,0.05,0.5,25.39711531479618,0,10,10.519041946372063
130,centralized,ldp,0.05,0.5,25.39711531479618,0,10,10.038690914291498
135,centralized,ldp,0.05,0.5,25.39711531479618,0,10,10.401784268193348
140,centralized,ldp,0.05,0.5,25.39711531479618,0,10,10.167720059942333
145,centralized,ldp,0.05,0.5,25.39711531479618,0,10,10.537357110558089
150,centralized,ldp,0.05,0.5,25.39711531479618,0,10,10.565038581015994
155,centralized,ldp,0.05,0.5,25.39711531479618,0,10,11.12159426303353
160,centralized,ldp,0.05,0.5,25.39711531479618,0,10,11.591896826212285
165,centralized,ldp,0.05,0.5,25.39711531479618,0,10,11.794547002980117
170,centralized,ldp,0.05,0.5,25.39711531479618,0,10,11.930988915654286
175,centralized,ldp,0.05,0.5,25.39711531479618,0,10,11.70721329807092
180,centralized,ldp,0.05,0.5,25.39711531479618,0,10,12.64148494444332
185,centralized,ldp,0.05,0.5,25.39711531479618,0,10,12.758397017247395
190,centralized,ldp,0.05,0.5,25.39711531479618,0,10,12.33036371139478
195,centralized,ldp,0.05,0.5,25.39711531479618,0,10,12.457180891734396
