Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,loss
-1,centralized,cdp,0.5,1,6.349278828699045,0,10,-1.0
0,centralized,cdp,0.5,1,6.349278828699045,0,10,0.33941327922603326
5,centralized,cdp,0.5,1,6.349278828699045,0,10,19.2692376743531
10,centralized,cdp,0.5,1,6.349278828699045,0,10,20.678295038691687
15,centralized,cdp,0.5,1,6.349278828699045,0,10,21.89151842846702
20,centralized,cdp,0.5,1,6.349278828699045,0,10,24.330086708460446
25,centralized,cdp,0.5,1,6.349278828699045,0,10,23.357794024328996
30,centralized,cdp,0.5,1,6.349278828699045,0,10,22.074616768815616
35,centralized,cdp,0.5,1,6.349278828699045,0,10,20.96235648953837
40,centralized,cdp,0.5,1,6.349278828699045,0,10,19.32266013026585
45,centralized,cdp,0.5,1,6.349278828699045,0,10,19.555454315682496
50,centralized,cdp,0.5,1,6.349278828699045,0,10,17.342536225878742
55,centralized,cdp,0.5,1,6.349278828699045,0,10,16.759585745332096
60,centralized,cdp,0.5,1,6.349278828699045,0,10,16.198753760718596
65,centralized,cdp,0.5,1,6.349278828699045,0,10,16.184770202981387
70,centralized,cdp,0.5,1,6.349278828699045,0,10,17.373549181214592
75,centralized,cdp,0.5,1,6.349278828699045,0,10,17.06667810996332
80,centralized,cdp,0.5,1,6.349278828699045,0,10,17.5866943000243
85,centralized,cdp,0.5,1,6.349278828699045,0,10,19.327221331181825
90,centralized,cdp,0.5,1,6.349278828699045,0,10,21.981610883829738
95,centralized,cdp,0.5,1,6.349278828699045,0,10,25.008351953725324
100,centralized,cdp,0.5,1,6.349278828699045,0,10,24.630280552794535
105,centralized,cdp,0.5,1,6.349278828699045,0,10,21.355728174566387
110,centralized,cdp,0.5,1,6.349278828699045,0,10,24.864804589916933
115,centralized,cdp,0.5,1,6.349278828699045,0,10,24.722761254429827
120,centralized,cdp,0.5,1,6.349278828699045,0,10,22.037729371631013
125,centralized,cdp,0.5,1,6.349278828699045,0,10,19.750760318147446
130,centralized,cdp,0.5,1,6.349278828699045,0,10,19.104549672432064
135,centralized,cdp,0.5,1,6.349278828699045,0,10,19.19656999274508
140,centralized,cdp,0.5,1,6.349278828699045,0,10,19.865682623305876
145,centralized,cdp,0.5,1,6.349278828699045,0,10,21.751738880280335
150,centralized,cdp,0.5,1,6.349278828699045,0,10,23.697031180627008
155,centralized,cdp,0.5,1,6.349278828699045,0,10,21.81819187453254
160,centralized,cdp,0.5,1,6.349278828699045,0,10,22.857720483172628
165,centralized,cdp,0.5,1,6.349278828699045,0,10,20.720850280768364
170,centralized,cdp,0.5,1,6.349278828699045,0,10,17.81034714792787
175,centralized,cdp,0.5,1,6.349278828699045,0,10,19.24205893956958
180,centralized,cdp,0.5,1,6.349278828699045,0,10,16.967043913210414
185,centralized,cdp,0.5,1,6.349278828699045,0,10,16.895284331817198
190,centralized,cdp,0.5,1,6.349278828699045,0,10,17.60352087925035
195,centralized,cdp,0.5,1,6.349278828699045,0,10,19.22654960033954
200,centralized,cdp,0.5,1,6.349278828699045,0,10,18.493206215541
205,centralized,cdp,0.5,1,6.349278828699045,0,10,17.58783954139211
210,centralized,cdp,0.5,1,6.349278828699045,0,10,17.483649878984565
215,centralized,cdp,0.5,1,6.349278828699045,0,10,16.807515929689874
220,centralized,cdp,0.5,1,6.349278828699045,0,10,16.4411541815839
225,centralized,cdp,0.5,1,6.349278828699045,0,10,16.03803643286254
230,centralized,cdp,0.5,1,6.349278828699045,0,10,16.384862510774898
235,centralized,cdp,0.5,1,6.349278828699045,0,10,17.608512996482705
240,centralized,cdp,0.5,1,6.349278828699045,0,10,17.289088455855158
245,centralized,cdp,0.5,1,6.349278828699045,0,10,18.467933332346988
250,centralized,cdp,0.5,1,6.349278828699045,0,10,17.780874885956734
255,centralized,cdp,0.5,1,6.349278828699045,0,10,17.424116589127216
260,centralized,cdp,0.5,1,6.349278828699045,0,10,18.015808568612005
265,centralized,cdp,0.5,1,6.349278828699045,0,10,19.89846858078008
270,centralized,cdp,0.5,1,6.349278828699045,0,10,19.18930333502237
275,centralized,cdp,0.5,1,6.349278828699045,0,10,21.52187516956991
280,centralized,cdp,0.5,1,6.349278828699045,0,10,20.89461210944228
285,centralized,cdp,0.5,1,6.349278828699045,0,10,21.367773573448897
290,centralized,cdp,0.5,1,6.349278828699045,0,10,23.246352370463967
295,centralized,cdp,0.5,1,6.349278828699045,0,10,21.37799971220445
300,centralized,cdp,0.5,1,6.349278828699045,0,10,20.8611612357546
305,centralized,cdp,0.5,1,6.349278828699045,0,10,18.891767112796405
310,centralized,cdp,0.5,1,6.349278828699045,0,10,18.04540369492789
315,centralized,cdp,0.5,1,6.349278828699045,0,10,18.07741469000203
320,centralized,cdp,0.5,1,6.349278828699045,0,10,16.79148837425594
325,centralized,cdp,0.5,1,6.349278828699045,0,10,16.974474956812145
330,centralized,cdp,0.5,1,6.349278828699045,0,10,17.52175461228003
335,centralized,cdp,0.5,1,6.349278828699045,0,10,18.126367867451822
340,centralized,cdp,0.5,1,6.349278828699045,0,10,19.179571591041217
345,centralized,cdp,0.5,1,6.349278828699045,0,10,18.767376753245532
350,centralized,cdp,0.5,1,6.349278828699045,0,10,18.882636231547288
355,centralized,cdp,0.5,1,6.349278828699045,0,10,18.147862694674846
360,centralized,cdp,0.5,1,6.349278828699045,0,10,19.134781181274924
365,centralized,cdp,0.5,1,6.349278828699045,0,10,19.155196143570635
370,centralized,cdp,0.5,1,6.349278828699045,0,10,18.9213381092873
375,centralized,cdp,0.5,1,6.349278828699045,0,10,18.42191044961476
380,centralized,cdp,0.5,1,6.349278828699045,0,10,18.62288882693574
385,centralized,cdp,0.5,1,6.349278828699045,0,10,19.01868542190067
390,centralized,cdp,0.5,1,6.349278828699045,0,10,18.29771286568319
395,centralized,cdp,0.5,1,6.349278828699045,0,10,18.165378993848464
400,centralized,cdp,0.5,1,6.349278828699045,0,10,17.724293936869355
405,centralized,cdp,0.5,1,6.349278828699045,0,10,17.31724630643872
410,centralized,cdp,0.5,1,6.349278828699045,0,10,17.580021899020306
415,centralized,cdp,0.5,1,6.349278828699045,0,10,17.977716548643677
420,centralized,cdp,0.5,1,6.349278828699045,0,10,17.659260188394054
425,centralized,cdp,0.5,1,6.349278828699045,0,10,18.710392012869338
430,centralized,cdp,0.5,1,6.349278828699045,0,10,19.028266721867865
435,centralized,cdp,0.5,1,6.349278828699045,0,10,18.59963221670279
440,centralized,cdp,0.5,1,6.349278828699045,0,10,19.256097584026893
445,centralized,cdp,0.5,1,6.349278828699045,0,10,19.592003611043694
450,centralized,cdp,0.5,1,6.349278828699045,0,10,19.847065934913072
455,centralized,cdp,0.5,1,6.349278828699045,0,10,20.614495854978102
460,centralized,cdp,0.5,1,6.349278828699045,0,10,21.8375972789862
465,centralized,cdp,0.5,1,6.349278828699045,0,10,22.651520360095414
470,centralized,cdp,0.5,1,6.349278828699045,0,10,22.970598543803256
475,centralized,cdp,0.5,1,6.349278828699045,0,10,21.55739712847441
480,centralized,cdp,0.5,1,6.349278828699045,0,10,20.453989956743793
485,centralized,cdp,0.5,1,6.349278828699045,0,10,19.396688530681818
490,centralized,cdp,0.5,1,6.349278828699045,0,10,20.34654111550488
495,centralized,cdp,0.5,1,6.349278828699045,0,10,19.46889822536475
500,centralized,cdp,0.5,1,6.349278828699045,0,10,18.225532720930754
