Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,loss
-1,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,-1.0
0,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3493287252932109
5,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3689358022867938
10,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3709981366659404
15,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.368830571811545
20,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3695662478657675
25,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3688441418161984
30,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3680544987582952
35,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.36640983841160535
40,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.36569702803266324
45,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3648885669151358
50,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3636176348326351
55,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3636035221772036
60,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.36470224166129905
65,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.36559087679434876
70,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.36347603285628427
75,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.36431695498201566
80,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3651585991838583
85,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.36415236013949037
90,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.36494728529957865
95,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3653062865287824
100,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3647190347008257
105,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3648340175490311
110,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3670603575702812
115,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3660727544181168
120,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.36633947056307603
125,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.368220283858526
130,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.36604364641068154
135,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3660750322088293
140,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3660015196077243
145,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3634464004346841
150,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.36359849539067113
155,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.36349187901186386
160,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.36274878323058135
165,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.36117495067609107
170,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3607409835929396
175,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3592744758344363
180,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3570990624134933
185,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3541642606404668
190,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.35454994095933123
195,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.35586359048189853
200,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.35603685544402364
205,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.355679061780938
210,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3559771050919138
215,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3564034817561176
220,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.35432244539653357
225,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3532366318563356
230,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3515476097282275
235,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3498473837613393
240,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3499593944488584
245,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.35080497719473125
250,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3524212632026201
255,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.34995783394649993
260,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.35048205663699905
265,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3510319925966885
270,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.35118255266676457
275,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.35044517522461593
280,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.34860059520086917
285,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.34666804775350835
290,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3447041222786531
295,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3434119198869354
300,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3405856401398354
305,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.33869122866703927
310,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.33577695983756517
315,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3347893549378017
320,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.33240813296127913
325,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.332061611953399
330,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.33351544545063116
335,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3316522394000766
340,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3321860283204545
345,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.33145298863977923
350,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.32955365199630016
355,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.32925210541063044
360,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3268967228384305
365,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3265434243897789
370,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.32511261026554206
375,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3251619770300994
380,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3243866691388311
385,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.32351348808227653
390,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.32449434007571587
395,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3232955998117437
400,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.32148878712487416
405,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.32270862472042094
410,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.32073493920514085
415,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.32101375699960744
420,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.32138397339532365
425,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3195804657431728
430,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.31992441673321115
435,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.31976048535019574
440,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.31832270522996353
445,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3194035003322032
450,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3192343763390555
455,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.316253181378925
460,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3150892397420677
465,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3155323898572886
470,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3152127234837686
475,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.31399224216552113
480,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3147960475906856
485,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3106549748067058
490,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3142705073807992
495,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.31564652452972175
500,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.31439833830611996
505,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.31596992069508756
510,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.31342619210050493
515,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3112025835851314
520,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.311482894540812
525,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3098541451401371
530,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.30974979506871514
535,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3107884255938552
540,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3090317265358804
545,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.308601421687028
550,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.307914507408657
555,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.30696626944625993
560,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3075285596154387
565,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3074675578023671
570,centralized,cdp,0.01,0.05,0.44896181154172754,0,10,0.3058007168567468
