Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,loss
-1,centralized,cdp,0.05,0.1,1.269855765739809,0,10,-1.0
0,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3911882015094823
5,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.48247338479027946
10,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.5313479068877021
15,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.4788459883282711
20,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.4799068083488266
25,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.42742170914586575
30,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.4221671049171425
35,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3999498467463276
40,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.40755906220252935
45,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3991232226597028
50,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3955180848713389
55,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.4000477429455779
60,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.39708691941993823
65,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.395872506735797
70,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.4067509754546753
75,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.4305128454693583
80,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.42851367876059854
85,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.40930257957156757
90,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3918112658214812
95,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.39073168315400053
100,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3979117334913095
105,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.38588805054046726
110,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.383412200042632
115,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.38009042752363587
120,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3718916412461909
125,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3769972463608129
130,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3681377788274798
135,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3894787025153631
140,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3885036540960488
145,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3905982850883317
150,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.4040028548815596
155,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.40183874742245973
160,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.4271618060204614
165,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.4138066257855936
170,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.420036520800521
175,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.4072179796887331
180,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.40253889997814163
185,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3869244962168378
190,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.35943254809710345
195,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3418969676041036
200,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3528725698431564
205,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.35356058018522085
210,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3512716867572234
215,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3693868080249737
220,centralized,cdp,0.05,0.1,1.269855765739809,0,10,0.3517162970079414
