,topology,method,gamma,c_clip,eps_iter,eps,sigma,sigma_cor,loss
0,centralized,CDP,0.0046,1.0,0.0026578262659600095,30,-1.0,-1,10.0
1,centralized,CDP,0.0046,1.0,0.0026578262659600095,30,3.428954452483642,0,0.00022666390191273847
