,topology,method,gamma,c_clip,eps_iter,eps,sigma,sigma_cor,loss
0,ring,LDP,0.0017,1.5,0.0008810104235622403,15,-1.0,-1,10.0
1,ring,LDP,0.0017,1.5,0.0008810104235622403,15,71.46867549086744,0,1.9010292671440092
