,topology,lr,clip,sigma,sigma-cor,T,accuracy
0,centralized,0.05,0.1,0.0006533041342077663,0,1000,0.6655
3,centralized,0.1,0.1,0.0006533041342077663,0,1000,0.7089
14,centralized,5.0,10.0,0.06533041342077664,0,1000,0.8524
6,centralized,0.5,0.1,0.0006533041342077663,0,1000,0.854
11,centralized,1.0,10.0,0.06533041342077664,0,1000,0.8616
1,centralized,0.05,1.0,0.006533041342077664,0,1000,0.8677
8,centralized,0.5,10.0,0.06533041342077664,0,1000,0.8789
9,centralized,1.0,0.1,0.0006533041342077663,0,1000,0.8851
13,centralized,5.0,1.0,0.006533041342077664,0,1000,0.8881
4,centralized,0.1,1.0,0.006533041342077664,0,1000,0.8898
12,centralized,5.0,0.1,0.0006533041342077663,0,1000,0.9081
7,centralized,0.5,1.0,0.006533041342077664,0,1000,0.9094
2,centralized,0.05,10.0,0.06533041342077664,0,1000,0.9097
5,centralized,0.1,10.0,0.06533041342077664,0,1000,0.9147
10,centralized,1.0,1.0,0.006533041342077664,0,1000,0.9155
