,topology,lr,clip,momentum,sigma,sigma-cor,T,loss
14,centralized,0.01,0.1,0.0,1.1258384582761518,0,5000,0.052788137469894816
23,centralized,0.1,0.01,0.0,0.11258384582761519,0,5000,0.053582825621730557
19,centralized,0.05,0.1,0.0,1.1258384582761518,0,5000,0.07546781002021505
18,centralized,0.05,0.01,0.0,0.11258384582761519,0,5000,0.07959034389727708
9,centralized,0.005,0.1,0.0,1.1258384582761518,0,5000,0.09552574076198428
13,centralized,0.01,0.01,0.0,0.11258384582761519,0,5000,0.2166851348373008
22,centralized,0.1,0.001,0.0,0.01125838458276152,0,5000,0.21902242979804024
8,centralized,0.005,0.01,0.0,0.11258384582761519,0,5000,0.23963374651174346
17,centralized,0.05,0.001,0.0,0.01125838458276152,0,5000,0.27644008892707866
7,centralized,0.005,0.001,0.0,0.01125838458276152,0,5000,0.30699776346696306
21,centralized,0.1,0.0001,0.0,0.001125838458276152,0,5000,0.3098055432974633
12,centralized,0.01,0.001,0.0,0.01125838458276152,0,5000,0.3108977355890172
10,centralized,0.01,1e-05,0.0,0.0001125838458276152,0,5000,0.31751522666059323
16,centralized,0.05,0.0001,0.0,0.001125838458276152,0,5000,0.31920992841393275
11,centralized,0.01,0.0001,0.0,0.001125838458276152,0,5000,0.32431244752656313
24,centralized,0.1,0.1,0.0,1.1258384582761518,0,5000,0.33246539953189264
1,centralized,0.0001,0.0001,0.0,0.001125838458276152,0,5000,0.3389625202147054
4,centralized,0.0001,0.1,0.0,1.1258384582761518,0,5000,0.3582801499328524
6,centralized,0.005,0.0001,0.0,0.001125838458276152,0,5000,0.37666707190958226
15,centralized,0.05,1e-05,0.0,0.0001125838458276152,0,5000,0.37931049212893525
5,centralized,0.005,1e-05,0.0,0.0001125838458276152,0,5000,0.3867832666288851
0,centralized,0.0001,1e-05,0.0,0.0001125838458276152,0,5000,0.391481871391667
2,centralized,0.0001,0.001,0.0,0.01125838458276152,0,5000,0.40901525507755543
20,centralized,0.1,1e-05,0.0,0.0001125838458276152,0,5000,0.41861048723071637
3,centralized,0.0001,0.01,0.0,0.11258384582761519,0,5000,0.42054725583495994
