,topology,lr,clip,sigma,sigma-cor,T,accuracy
0,grid,0.05,0.1,0.0007061224489795,0.0001198396793587,1000,0.6656
3,grid,0.1,0.1,0.0007061224489795,0.0001198396793587,1000,0.7087
6,grid,0.5,0.1,0.0007061224489795,0.0001198396793587,1000,0.854
14,grid,5.0,10.0,0.0706122448979591,0.0119839679358717,1000,0.8551
11,grid,1.0,10.0,0.0706122448979591,0.0119839679358717,1000,0.8628
1,grid,0.05,1.0,0.0070612244897959,0.0011983967935871,1000,0.8676
8,grid,0.5,10.0,0.0706122448979591,0.0119839679358717,1000,0.875
9,grid,1.0,0.1,0.0007061224489795,0.0001198396793587,1000,0.885
13,grid,5.0,1.0,0.0070612244897959,0.0011983967935871,1000,0.886
4,grid,0.1,1.0,0.0070612244897959,0.0011983967935871,1000,0.8897
12,grid,5.0,0.1,0.0007061224489795,0.0001198396793587,1000,0.908
7,grid,0.5,1.0,0.0070612244897959,0.0011983967935871,1000,0.9086
2,grid,0.05,10.0,0.0706122448979591,0.0119839679358717,1000,0.9088
5,grid,0.1,10.0,0.0706122448979591,0.0119839679358717,1000,0.914
10,grid,1.0,1.0,0.0070612244897959,0.0011983967935871,1000,0.9146
