,topology,lr,clip,momentum,sigma,sigma-cor,T,loss
9,centralized,0.1,0.001,0.0,0.10993907340220081,0,5000,0.2842962181042884
4,centralized,0.01,0.01,0.0,1.0993907340220082,0,5000,0.2843920117273819
6,centralized,0.05,0.001,0.0,0.10993907340220081,0,5000,0.3119301300076874
1,centralized,0.005,0.01,0.0,1.0993907340220082,0,5000,0.31195324298235216
3,centralized,0.01,0.001,0.0,0.10993907340220081,0,5000,0.37045667256249437
0,centralized,0.005,0.001,0.0,0.10993907340220081,0,5000,0.380638885331118
7,centralized,0.05,0.01,0.0,1.0993907340220082,0,5000,0.543350218904283
2,centralized,0.005,0.1,0.0,10.993907340220082,0,5000,0.5437862605563372
10,centralized,0.1,0.01,0.0,1.0993907340220082,0,5000,1.132610130777446
5,centralized,0.01,0.1,0.0,10.993907340220082,0,5000,1.1348464597374506
8,centralized,0.05,0.1,0.0,10.993907340220082,0,5000,13.980198556626942
11,centralized,0.1,0.1,0.0,10.993907340220082,0,5000,24.21910397200676
