Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy,loss
-1,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,0.0,
0,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.6046322077512741
5,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.5780769228935242
10,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.5566368341445923
15,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.5566784977912903
20,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.5361040472984314
25,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.5471177339553833
30,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.544593894481659
35,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.5432009339332581
40,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.5297324299812317
45,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.531449043750763
50,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.5309432983398438
55,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.5446991562843323
60,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.542881453037262
65,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.560524845123291
70,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.5515144109725952
75,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.5285917162895203
80,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.5223044395446778
85,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.5283079981803894
90,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.5243778467178345
95,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.5029981374740601
100,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.5150004863739014
105,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.4908564925193787
110,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.4846560597419739
115,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.48547288179397585
120,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.4803000330924988
125,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.4818707346916199
130,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.48503162860870364
135,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.4832569003105164
140,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.4786847472190857
145,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.4686725974082947
150,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.46740450859069826
155,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.46426078081130984
160,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.46375187635421755
165,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.46381464004516604
170,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.4623250007629395
175,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.456286096572876
180,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.4459340810775757
185,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.44093301296234133
190,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.43343242406845095
195,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.4292360782623291
200,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.42695012092590334
205,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.42615493535995486
210,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.4217702388763428
215,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.4248209834098816
220,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.4184110999107361
225,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.42338653802871706
230,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.4126340985298157
235,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.41372390985488894
240,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.41160120964050295
245,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.41045733690261843
250,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.40893265008926394
255,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.4115169882774353
260,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.40751495361328127
265,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.405383312702179
270,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.40018084049224856
275,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.398708188533783
280,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3972350001335144
285,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.39626511335372927
290,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3911424815654755
295,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3924049973487854
300,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3888906478881836
305,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3875617027282715
310,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.38703241348266604
315,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3858229458332062
320,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.39048033356666567
325,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.38993134498596194
330,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3893259406089783
335,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.38676592111587527
340,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3835895299911499
345,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.38398232460021975
350,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.39031934142112734
355,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.39125906825065615
360,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3907993078231812
365,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3887969493865967
370,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3879439771175385
375,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.38923572897911074
380,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3907040596008301
385,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3917661547660828
390,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.38651653528213503
395,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3787525534629822
400,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3823661744594574
405,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.386114501953125
410,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.384063595533371
415,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3831565022468567
420,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3844150245189667
425,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.37984665632247927
430,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.37729867696762087
435,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.37441485524177553
440,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.38002567887306216
445,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.37299262881278994
450,centralized,cdp,0.05,0.1,0.6349278828699045,0,10,,0.3714070856571198
