Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy,loss
-1,centralized,cdp,0.1,1.5,9.523918243048568,0,10,0.0,
0,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,0.5881730370223522
5,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,0.7395708203315735
10,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,0.7083904385566712
15,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,0.8405169486999512
20,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,1.0570953130722045
25,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,1.0322792768478393
30,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,1.2782472610473632
35,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,1.3135985374450683
40,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,1.3913949966430663
45,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,1.9424931049346923
50,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,1.8154812097549438
55,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,1.5575448513031005
60,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,1.4764240026473998
65,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,1.7116523027420043
70,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,1.7287985324859618
75,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,1.7393037319183349
80,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.037327194213867
85,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.0017234325408935
90,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.368419075012207
95,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.8951467514038085
100,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,3.015690231323242
105,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,3.1305657863616942
110,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,3.3261870384216308
115,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,3.2853285312652587
120,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.773220443725586
125,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.7174171447753905
130,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.5137499809265136
135,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.0760506629943847
140,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,1.9595953464508056
145,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.149175786972046
150,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.425878667831421
155,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.5679577827453612
160,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.3262712001800536
165,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.2877904415130614
170,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.0968708038330077
175,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.1454991340637206
180,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.3482409954071044
185,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.3313232898712157
190,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.9595996379852294
195,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.898223543167114
200,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.9374038219451903
205,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,3.416838550567627
210,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,4.724887275695801
215,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,4.984684848785401
220,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,5.530774974822998
225,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,5.326689624786377
230,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,5.49521484375
235,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,4.525752925872803
240,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,3.099643611907959
245,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,3.084438943862915
250,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.6061963081359862
255,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.4811710357666015
260,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.198060894012451
265,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.370475673675537
270,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.510191822052002
275,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.2769726753234862
280,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.218509817123413
285,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.32026948928833
290,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.149241828918457
295,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.31312575340271
300,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.42335524559021
305,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.2493175506591796
310,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.1510504722595214
315,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.6652316093444823
320,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.5414783000946044
325,centralized,cdp,0.1,1.5,9.523918243048568,0,10,,2.5826159954071044
