Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy,loss
-1,centralized,cdp,0.01,1,6.349278828699045,0,10,0.0,
0,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.6007759883999825
5,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5910402178764343
10,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5851048469543457
15,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5624976396560669
20,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.574022912979126
25,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.6007212042808533
30,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5829131245613098
35,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5638914346694947
40,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5620089411735535
45,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5280825734138489
50,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5573022603988648
55,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5697307825088501
60,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5370838284492493
65,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5311477422714234
70,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5238443851470947
75,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5337270140647888
80,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5456297039985657
85,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.523457133769989
90,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5188129186630249
95,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5163075566291809
100,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.505856716632843
105,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5300336718559265
110,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5101775169372559
115,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5145171523094177
120,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5050143837928772
125,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5554192304611206
130,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5092290878295899
135,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.48270114660263064
140,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4756441950798035
145,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4632055401802063
150,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4694786310195923
155,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4789575576782227
160,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4992385745048523
165,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4938769578933716
170,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.49013384580612185
175,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.5027057766914368
180,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.48208733797073366
185,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4834406614303589
190,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4865025520324707
195,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4792859196662903
200,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4867889523506165
205,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.47637596130371096
210,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4785251259803772
215,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4652466416358948
220,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4569318532943726
225,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.45743956565856936
230,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4526215434074402
235,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4630314350128174
240,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4568574666976929
245,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4595675110816956
250,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4516486167907715
255,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4604571104049683
260,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.46811517477035525
265,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4741847157478333
270,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.45771881341934206
275,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4674076080322266
280,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.45343383550643923
285,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4414860844612122
290,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.45250853300094607
295,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.45349916219711306
300,centralized,cdp,0.01,1,6.349278828699045,0,10,,0.4522638559341431
