Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy,loss
-1,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,0.0,
0,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5930783055722714
5,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5897773742675781
10,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5896188259124756
15,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.585770332813263
20,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5837999820709229
25,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5796294450759888
30,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5824890375137329
35,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.577670955657959
40,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5750262975692749
45,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.572447144985199
50,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.570389473438263
55,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.569379472732544
60,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.567035460472107
65,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5638864874839783
70,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5659830212593079
75,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5641745567321778
80,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5662243008613587
85,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5605791449546814
90,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5606356501579285
95,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5525164842605591
100,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5512250900268555
105,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5496389508247376
110,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5478959918022156
115,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.548518979549408
120,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5434781551361084
125,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5396975517272949
130,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5411383748054505
135,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5396383047103882
140,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5360896229743958
145,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5382836103439331
150,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5366066932678223
155,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5374190449714661
160,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5376466751098633
165,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5372931599617005
170,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.535436475276947
175,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5344631314277649
180,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5323978304862976
185,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5307229399681092
190,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5320270895957947
195,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5289013028144837
200,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5310616135597229
205,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5302253603935242
210,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5302270889282227
215,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5287063360214234
220,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.52738037109375
225,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5232196688652039
230,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.523410701751709
235,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5265052556991577
240,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5271739602088928
245,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.527268135547638
250,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5283082365989685
255,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5296169757843018
260,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5277908086776734
265,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5284991502761841
270,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5254462003707886
275,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.524355673789978
280,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5232308149337769
285,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5175427436828614
290,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5182606816291809
295,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.514561140537262
300,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5124988198280335
305,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5129341721534729
310,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.513739013671875
315,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5131221652030945
320,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5065787672996521
325,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5051933169364929
330,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5016972661018372
335,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.5000694036483765
340,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.4979695320129395
345,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.4988147854804993
350,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.49659743309021
355,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.49499752521514895
360,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.4953047871589661
365,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.49527754783630373
370,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.4941552519798279
375,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.4925041437149048
380,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.49368818998336794
385,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.4956580638885498
390,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.49498298168182375
395,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.4945020914077759
400,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.49284096956253054
405,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.48971923589706423
410,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.4914251804351807
415,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.49288620948791506
420,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.49197729825973513
425,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.4909687876701355
430,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.4899462103843689
435,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.48749336004257204
440,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.4883029103279114
445,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.4880967974662781
450,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.4880258679389954
455,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.4859283804893494
460,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.485763692855835
465,centralized,cdp,0.01,0.1,0.6349278828699045,0,10,,0.48369028568267824
