Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy,loss
-1,centralized,cdp,0.5,2.0,12.69855765739809,0,10,0.0,
0,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,0.6024216391146183
5,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,9.683726692199707
10,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,5.5167817115783695
15,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,27.993782424926756
20,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,36.40572967529297
25,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,34.576212310791014
30,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,36.30517425537109
35,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,54.16986312866211
40,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,61.13787689208984
45,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,52.50296630859375
50,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,47.29336776733398
55,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,51.60009231567383
60,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,37.197061920166014
65,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,41.22463836669922
70,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,29.6827091217041
75,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,27.917997741699217
80,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,25.68883171081543
85,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,19.775890731811522
90,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,16.585327529907225
95,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,17.58647766113281
100,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,15.504316711425782
105,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,17.73195686340332
110,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,17.155231857299803
115,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,18.73912467956543
120,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,17.453234100341795
125,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,16.78760757446289
130,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,16.265179061889647
135,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,16.113645935058592
140,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,16.574924850463866
145,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,17.360899353027342
150,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,16.926708602905272
155,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,18.138929748535155
160,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,20.322992706298827
165,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,21.300556564331053
170,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,21.703701400756835
175,centralized,cdp,0.5,2.0,12.69855765739809,0,10,,21.009352111816405
