Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy,loss
-1,centralized,cdp,0.05,1.5,9.523918243048568,0,10,0.0,
0,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.6063009552657604
5,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.47771509885787966
10,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.5678063273429871
15,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.7248459696769715
20,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.751589560508728
25,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.6878571748733521
30,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.755459213256836
35,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.6874951362609864
40,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.5929330825805664
45,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.5387549638748169
50,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.5246583461761475
55,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.6802082300186157
60,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.7434058427810669
65,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.7391501307487488
70,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.7106215596199036
75,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.7990655541419983
80,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.7311107754707337
85,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.7711701035499573
90,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.7277038335800171
95,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.7229959011077881
100,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.6796196341514588
105,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.7040136098861695
110,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.7470739126205445
115,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.835817837715149
120,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.866288685798645
125,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.9027958154678345
130,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.9178667306900025
135,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.8234904646873474
140,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.8360430836677551
145,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.7794442415237427
150,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.7600944876670838
155,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.7119137287139893
160,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.7233944773674011
165,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.838471794128418
170,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.9440857410430908
175,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.8784730076789856
180,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.8130411148071289
185,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.8592508673667908
190,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.8899546504020691
195,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.8893534779548645
200,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.8744142889976502
205,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.9067914724349976
210,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.8099324941635132
215,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.8325404763221741
220,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.8936591386795044
225,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.8223913550376892
230,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.9064489841461182
235,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.951296353340149
240,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.9862011909484864
245,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.0074025630950927
250,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.0769731044769286
255,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.0236703395843505
260,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.9017215013504029
265,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.9090093612670899
270,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,0.962657356262207
275,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.0345646381378173
280,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.0463651657104491
285,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.1142586708068847
290,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.1453330755233764
295,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.1173279523849486
300,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.2566176891326903
305,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.1786898612976073
310,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.2997962474822997
315,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.3297443628311156
320,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.3025598764419555
325,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.1848267555236816
330,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.2667834997177123
335,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.3569450616836547
340,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.214219832420349
345,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.091232681274414
350,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.055489683151245
355,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.0863218545913695
360,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.1691119909286498
365,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.0795943975448608
370,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.0870845556259154
375,centralized,cdp,0.05,1.5,9.523918243048568,0,10,,1.0667274236679076
