Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy,loss
-1,centralized,cdp,0.05,1,6.349278828699045,0,10,0.0,
0,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.6024609446525574
5,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.850273871421814
10,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.5450462341308594
15,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.6866294980049134
20,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.5233248114585877
25,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.5678299903869629
30,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.5503803730010987
35,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.5627673506736756
40,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.591314160823822
45,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.5119028925895691
50,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.5588562726974488
55,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.5036416292190552
60,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.5350597143173218
65,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.5709326505661011
70,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.6076976299285889
75,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.5861900687217713
80,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.631139600276947
85,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.6145739793777466
90,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.5910768151283264
95,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.6627003192901612
100,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.7540698289871216
105,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.7497885465621948
110,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.8314007759094239
115,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.794872784614563
120,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.6711852788925171
125,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.6783055901527405
130,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.7178154826164246
135,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.6799828052520752
140,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.8096662998199463
145,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.7598141670227051
150,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.6464238405227661
155,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.649811053276062
160,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.6384011149406433
165,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.6109429836273194
170,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.699343466758728
175,centralized,cdp,0.05,1,6.349278828699045,0,10,,0.6924373149871826
