Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy,loss
-1,centralized,cdp,0.1,3.0,19.047836486097136,0,10,0.0,
0,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,0.5820603795349598
5,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,1.468978190422058
10,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,1.4249149799346923
15,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,2.071049118041992
20,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,1.5516883373260497
25,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,2.0093504428863525
30,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,2.4961527824401855
35,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,2.768460178375244
40,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,3.469399118423462
45,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,3.6690186500549316
50,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,5.088895702362061
55,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.938876056671143
60,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,7.8454889297485355
65,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,7.0871294975280765
70,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.546013736724854
75,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,5.501441860198975
80,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,7.353435420989991
85,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,8.129535102844239
90,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,9.185943031311036
95,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,10.354023361206055
100,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,7.749477767944336
105,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,10.950992965698243
110,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,12.736724281311036
115,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,9.538768196105957
120,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,10.172647857666016
125,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,8.79729118347168
130,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,12.015857124328614
135,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,10.480998420715332
140,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,11.792753601074219
145,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,9.213496589660645
150,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,7.892104530334473
155,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,8.432565116882325
160,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,5.9651435852050785
165,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,5.79329481124878
170,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.990727806091309
175,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,10.190692329406739
180,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,9.350910568237305
185,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,8.341237449645996
190,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,8.536266708374024
195,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,7.421031856536866
200,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,7.346277141571045
205,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,7.5414375305175785
210,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,12.265926742553711
215,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,14.39708652496338
220,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,15.753475570678711
225,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,17.146221542358397
230,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,10.47429599761963
235,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,9.837804222106934
240,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,10.845407867431641
245,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,8.652496719360352
250,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,7.54878797531128
255,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,8.475157165527344
260,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,9.98193302154541
265,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,8.322128677368164
270,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.8739007949829105
275,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,5.884540462493897
280,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.075265312194825
285,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.01796522140503
290,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.585472965240479
295,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.332249546051026
300,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.068429374694825
305,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.0189765930175785
310,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.0143941879272464
315,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.298900508880616
320,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.6759966850280765
325,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.257928276062012
330,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.238025569915772
335,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.0169881820678714
340,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.137493991851807
345,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.236638450622559
350,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.249876880645752
355,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.016902351379395
360,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.222470664978028
365,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.050240421295166
370,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.394311809539795
375,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.182336711883545
380,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.322243118286133
385,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.177673721313477
390,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.1952251434326175
395,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,6.893381500244141
400,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,7.1982697486877445
405,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,9.113282585144043
410,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,9.639039421081543
415,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,9.687022590637207
420,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,9.37810459136963
425,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,8.68431224822998
430,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,8.034401321411133
435,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,9.391386413574219
440,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,10.589661979675293
445,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,10.220938110351563
450,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,12.778880500793457
455,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,12.229423904418946
460,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,12.206735992431641
465,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,11.294304275512696
470,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,12.082648658752442
475,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,12.995320701599121
480,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,11.915300750732422
485,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,10.347181701660157
490,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,13.038328552246094
495,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,11.85167636871338
500,centralized,cdp,0.1,3.0,19.047836486097136,0,10,,13.026914024353028
