Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy,loss
-1,centralized,cdp,0.01,3.0,19.047836486097136,0,10,0.0,
0,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5963779516518116
5,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.8054701924324036
10,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,1.0136866807937621
15,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.8230300784111023
20,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.8460064172744751
25,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.8377958178520203
30,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.7212919235229492
35,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.7428923487663269
40,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5988535523414612
45,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5524378061294556
50,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5011501550674439
55,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.4860256552696228
60,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5248940825462342
65,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.523716950416565
70,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.4960984230041504
75,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.47744753360748293
80,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.4746492147445679
85,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.460352623462677
90,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5235359311103821
95,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5283290386199951
100,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5201214194297791
105,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5016672849655152
110,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.4963045954704285
115,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.48334052562713625
120,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5544210314750672
125,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5039853692054749
130,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.49882169961929324
135,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.45863916873931887
140,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5034308671951294
145,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.48786588907241824
150,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.4780734419822693
155,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5237969994544983
160,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5131854057312012
165,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5161054968833924
170,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5036185622215271
175,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5281926035881043
180,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5113241314888001
185,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5191278696060181
190,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5018344759941101
195,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.505456292629242
200,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.53301020860672
205,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5309595108032227
210,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5260013580322266
215,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.4995016098022461
220,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.529889726638794
225,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5318397521972656
230,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5122375726699829
235,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5129962205886841
240,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.539204204082489
245,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5576681137084961
250,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5204149723052979
255,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5270244121551514
260,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5223971843719483
265,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.53332998752594
270,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5527078747749329
275,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5750814318656922
280,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5963738799095154
285,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.532664442062378
290,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5443179845809937
295,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5972976326942444
300,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5990427970886231
305,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.579783821105957
310,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5697858572006226
315,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5668921113014221
320,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.565184497833252
325,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5661790609359741
330,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5733841896057129
335,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.6062507271766663
340,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.6075502276420593
345,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.6070701122283936
350,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.595883572101593
355,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.630471134185791
360,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.62118079662323
365,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5869155168533325
370,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.6128893733024597
375,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5929115056991577
380,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.6230013608932495
385,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.7908358216285706
390,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.7686039447784424
395,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.7214744329452515
400,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.810309910774231
405,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.7949689269065857
410,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.757114315032959
415,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.7548622727394104
420,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.763052785396576
425,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.7011187314987183
