Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy,loss
430,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.703021252155304
435,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.6548645734786988
440,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.6206332683563233
445,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5856505274772644
450,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5863467693328858
455,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5712015867233277
460,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.566102945804596
465,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5939230561256409
470,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.6159705758094788
475,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.5892930269241333
480,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.6356864809989929
485,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.7154963254928589
490,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.7394336700439453
495,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.7185762763023377
500,centralized,cdp,0.01,3.0,19.047836486097136,0,10,,0.6435392141342163
