Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy,loss
-1,centralized,cdp,0.01,1.5,9.523918243048568,0,10,0.0,
0,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.586446812003851
5,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5430266499519348
10,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5247430443763733
15,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.572719955444336
20,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5765490174293518
25,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5354398131370545
30,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5157973408699036
35,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4694386959075928
40,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.47671970129013064
45,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.48181470632553103
50,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.47189476490020754
55,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4728404521942139
60,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4518853068351746
65,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4481512546539307
70,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4749791264533997
75,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.478355610370636
80,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4854076147079468
85,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4738838315010071
90,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4764564871788025
95,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4733705759048462
100,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.47171338796615603
105,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.46838953495025637
110,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4669691562652588
115,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4659088492393494
120,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4735631585121155
125,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.46992703676223757
130,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4641100406646729
135,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.46310564279556277
140,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4722768306732178
145,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4868502259254456
150,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.49355157613754275
155,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.48704841136932375
160,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.488049054145813
165,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5014593839645386
170,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5027284264564514
175,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5052464246749878
180,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.49624779224395754
185,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.49506601095199587
190,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5092608571052551
195,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5426734328269959
200,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.534871244430542
205,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5485763192176819
210,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5454646587371826
215,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5660407781600952
220,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5791965365409851
225,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5778293251991272
230,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5730048656463623
235,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5822004318237305
240,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.6030688524246216
245,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5476477980613709
250,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5684055328369141
255,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5918309926986695
260,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5897241473197937
265,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5789836883544922
270,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5648586988449097
275,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5820440292358399
280,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5665332317352295
285,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5661122441291809
290,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5545082330703736
295,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5625078320503235
300,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5847637295722962
305,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5965093016624451
310,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.6164870500564575
315,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.548101806640625
320,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5331833600997925
325,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5022887825965882
330,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4872199535369873
335,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4855168104171753
340,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.49901350736618044
345,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.4990449190139771
350,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5073522567749024
355,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.493467652797699
360,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.5123306155204773
365,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.47310652732849123
370,centralized,cdp,0.01,1.5,9.523918243048568,0,10,,0.46299209594726565
