Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy,loss
-1,centralized,cdp,1,0.1,0.6349278828699045,0,10,0.0,
0,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.5977946907281876
5,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.46178516149520876
10,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.43638434410095217
15,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.49551244974136355
20,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.5002130508422852
25,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.4912408828735352
30,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.5613731384277344
35,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.6043387293815613
40,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.719769561290741
45,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.704161548614502
50,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.687156343460083
55,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.6284260988235474
60,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.6296081781387329
65,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.6976827025413513
70,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.5941981911659241
75,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.5498213410377503
80,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.6553666830062866
85,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.7033473491668701
90,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.7075408339500427
95,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.7668835163116455
100,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.8798387885093689
105,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.8519248604774475
110,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.79928138256073
115,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.8683613777160645
120,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.846307897567749
125,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.8408654570579529
130,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.8433461427688599
135,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.8500689506530762
140,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.8482195377349854
145,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.9081450939178467
150,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.8646553993225098
155,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.8837868213653565
160,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.8179819822311402
165,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.7951022624969483
170,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.8309588074684143
175,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.9441884994506836
180,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.7992685079574585
185,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.8571778178215027
190,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.9633611679077149
195,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.9579887628555298
200,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.9039784908294678
205,centralized,cdp,1,0.1,0.6349278828699045,0,10,,0.9656951665878296
210,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.106510066986084
215,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.0990046501159667
220,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.2749022483825683
225,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.1136789560317992
230,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.1523258924484252
235,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.2101521730422973
240,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.0549738645553588
245,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.13470401763916
250,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.1903156280517577
255,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.214542293548584
260,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.6111049890518188
265,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.675779366493225
270,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.7162224292755126
275,centralized,cdp,1,0.1,0.6349278828699045,0,10,,2.1713665962219237
280,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.7934322595596313
285,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.8019234180450439
290,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.3742769002914428
295,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.2887187242507934
300,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.3686830043792724
305,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.1780325412750243
310,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.152318501472473
315,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.1754102945327758
320,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.3169999361038207
325,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.2513627052307128
330,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.2370550870895385
335,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.199394130706787
340,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.1818199396133422
345,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.2244334459304809
350,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.16263427734375
355,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.1303069829940795
360,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.1594075202941894
365,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.1730332612991332
370,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.1881059646606444
375,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.2774205446243285
380,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.2538007736206054
385,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.242494249343872
390,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.2036293983459472
395,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.2546502590179442
400,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.2121300935745238
405,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.1407351732254027
410,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.1918498516082763
415,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.2840032815933227
420,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.5752471923828124
425,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.8736583232879638
430,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.9252354145050048
435,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.8950665235519408
440,centralized,cdp,1,0.1,0.6349278828699045,0,10,,2.117283010482788
445,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.8407718181610107
450,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.7366786241531371
455,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.8312307834625243
460,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.9543408393859862
465,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.806508684158325
470,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.7581806421279906
475,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.7183237314224242
480,centralized,cdp,1,0.1,0.6349278828699045,0,10,,1.6879831790924071
