Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy,loss
-1,centralized,cdp,0.5,3.0,19.047836486097136,0,10,0.0,
0,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,0.6067590244114399
5,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,8.16712989807129
10,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,10.315124893188477
15,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,14.257867240905762
20,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,31.349792861938475
25,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,27.099283599853514
30,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,24.407686614990233
35,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,22.57120552062988
40,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,25.2389835357666
45,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,21.36494674682617
50,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,40.018026733398436
55,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,29.54958381652832
60,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,34.7066291809082
65,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,38.108595275878905
70,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,26.939560317993163
75,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,31.02519073486328
80,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,34.207418823242186
85,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,33.4972900390625
90,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,36.6230224609375
95,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,32.53397979736328
100,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,30.893505477905272
105,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,35.81353225708008
110,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,44.695230865478514
115,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,49.13411178588867
120,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,43.1437629699707
125,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,42.768656158447264
130,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,52.21532669067383
135,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,51.79387512207031
140,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,45.89501037597656
145,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,46.355699920654295
150,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,48.3925537109375
155,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,55.34911575317383
160,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,49.654215240478514
165,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,41.76707305908203
170,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,38.35486831665039
175,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,42.09746780395508
180,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,39.859945678710936
185,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,37.50470962524414
190,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,37.77329864501953
195,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,41.9522346496582
200,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,48.769266510009764
205,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,46.99185409545898
210,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,43.25124969482422
215,centralized,cdp,0.5,3.0,19.047836486097136,0,10,,37.47683944702148
