Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy,loss
-1,centralized,cdp,1,2.0,12.69855765739809,0,10,0.0,
0,centralized,cdp,1,2.0,12.69855765739809,0,10,,0.5928701214492321
5,centralized,cdp,1,2.0,12.69855765739809,0,10,,7.400877380371094
10,centralized,cdp,1,2.0,12.69855765739809,0,10,,20.570408248901366
15,centralized,cdp,1,2.0,12.69855765739809,0,10,,33.887525939941405
20,centralized,cdp,1,2.0,12.69855765739809,0,10,,24.50310173034668
25,centralized,cdp,1,2.0,12.69855765739809,0,10,,12.994806671142578
30,centralized,cdp,1,2.0,12.69855765739809,0,10,,12.598583602905274
35,centralized,cdp,1,2.0,12.69855765739809,0,10,,19.294317626953124
40,centralized,cdp,1,2.0,12.69855765739809,0,10,,20.76055564880371
45,centralized,cdp,1,2.0,12.69855765739809,0,10,,24.158726119995116
50,centralized,cdp,1,2.0,12.69855765739809,0,10,,29.6679328918457
55,centralized,cdp,1,2.0,12.69855765739809,0,10,,31.389799499511717
60,centralized,cdp,1,2.0,12.69855765739809,0,10,,40.90693893432617
65,centralized,cdp,1,2.0,12.69855765739809,0,10,,36.72162857055664
70,centralized,cdp,1,2.0,12.69855765739809,0,10,,38.021749877929686
75,centralized,cdp,1,2.0,12.69855765739809,0,10,,37.764784240722655
80,centralized,cdp,1,2.0,12.69855765739809,0,10,,34.63436737060547
85,centralized,cdp,1,2.0,12.69855765739809,0,10,,29.218334579467772
90,centralized,cdp,1,2.0,12.69855765739809,0,10,,20.247749710083006
95,centralized,cdp,1,2.0,12.69855765739809,0,10,,18.92231216430664
100,centralized,cdp,1,2.0,12.69855765739809,0,10,,20.32387771606445
105,centralized,cdp,1,2.0,12.69855765739809,0,10,,21.65152778625488
110,centralized,cdp,1,2.0,12.69855765739809,0,10,,20.1325325012207
115,centralized,cdp,1,2.0,12.69855765739809,0,10,,21.38324394226074
120,centralized,cdp,1,2.0,12.69855765739809,0,10,,21.994583511352538
125,centralized,cdp,1,2.0,12.69855765739809,0,10,,21.08533706665039
130,centralized,cdp,1,2.0,12.69855765739809,0,10,,21.687027359008788
135,centralized,cdp,1,2.0,12.69855765739809,0,10,,23.18022766113281
140,centralized,cdp,1,2.0,12.69855765739809,0,10,,23.511799240112303
145,centralized,cdp,1,2.0,12.69855765739809,0,10,,23.979099655151366
150,centralized,cdp,1,2.0,12.69855765739809,0,10,,23.372505569458006
155,centralized,cdp,1,2.0,12.69855765739809,0,10,,23.737591171264647
160,centralized,cdp,1,2.0,12.69855765739809,0,10,,23.615070724487303
