Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy,loss
-1,centralized,cdp,1,3.0,19.047836486097136,0,10,0.0,
0,centralized,cdp,1,3.0,19.047836486097136,0,10,,0.614034415781498
5,centralized,cdp,1,3.0,19.047836486097136,0,10,,20.943096542358397
10,centralized,cdp,1,3.0,19.047836486097136,0,10,,41.34466781616211
15,centralized,cdp,1,3.0,19.047836486097136,0,10,,34.58838119506836
20,centralized,cdp,1,3.0,19.047836486097136,0,10,,43.12031784057617
25,centralized,cdp,1,3.0,19.047836486097136,0,10,,40.36302795410156
30,centralized,cdp,1,3.0,19.047836486097136,0,10,,34.605169677734374
35,centralized,cdp,1,3.0,19.047836486097136,0,10,,31.595302963256835
40,centralized,cdp,1,3.0,19.047836486097136,0,10,,34.2690071105957
45,centralized,cdp,1,3.0,19.047836486097136,0,10,,30.967903518676756
50,centralized,cdp,1,3.0,19.047836486097136,0,10,,28.43766059875488
55,centralized,cdp,1,3.0,19.047836486097136,0,10,,32.95643844604492
60,centralized,cdp,1,3.0,19.047836486097136,0,10,,28.845894241333006
65,centralized,cdp,1,3.0,19.047836486097136,0,10,,25.981325531005858
70,centralized,cdp,1,3.0,19.047836486097136,0,10,,28.765686416625975
75,centralized,cdp,1,3.0,19.047836486097136,0,10,,35.945787811279295
80,centralized,cdp,1,3.0,19.047836486097136,0,10,,31.773641967773436
85,centralized,cdp,1,3.0,19.047836486097136,0,10,,29.526768112182616
90,centralized,cdp,1,3.0,19.047836486097136,0,10,,31.450901412963866
95,centralized,cdp,1,3.0,19.047836486097136,0,10,,36.49135055541992
100,centralized,cdp,1,3.0,19.047836486097136,0,10,,35.969339752197264
105,centralized,cdp,1,3.0,19.047836486097136,0,10,,40.40225830078125
110,centralized,cdp,1,3.0,19.047836486097136,0,10,,40.96969451904297
115,centralized,cdp,1,3.0,19.047836486097136,0,10,,43.77792205810547
120,centralized,cdp,1,3.0,19.047836486097136,0,10,,40.12676086425781
125,centralized,cdp,1,3.0,19.047836486097136,0,10,,39.14517822265625
130,centralized,cdp,1,3.0,19.047836486097136,0,10,,43.05962219238281
135,centralized,cdp,1,3.0,19.047836486097136,0,10,,46.18032302856445
140,centralized,cdp,1,3.0,19.047836486097136,0,10,,44.63112106323242
145,centralized,cdp,1,3.0,19.047836486097136,0,10,,46.269537353515624
150,centralized,cdp,1,3.0,19.047836486097136,0,10,,47.765478515625
155,centralized,cdp,1,3.0,19.047836486097136,0,10,,44.678202056884764
160,centralized,cdp,1,3.0,19.047836486097136,0,10,,44.45250549316406
165,centralized,cdp,1,3.0,19.047836486097136,0,10,,47.08764495849609
170,centralized,cdp,1,3.0,19.047836486097136,0,10,,41.923929595947264
175,centralized,cdp,1,3.0,19.047836486097136,0,10,,38.43313827514648
180,centralized,cdp,1,3.0,19.047836486097136,0,10,,35.45456161499023
185,centralized,cdp,1,3.0,19.047836486097136,0,10,,34.65262069702148
190,centralized,cdp,1,3.0,19.047836486097136,0,10,,33.22688522338867
195,centralized,cdp,1,3.0,19.047836486097136,0,10,,32.14459457397461
200,centralized,cdp,1,3.0,19.047836486097136,0,10,,28.80000534057617
205,centralized,cdp,1,3.0,19.047836486097136,0,10,,29.727693939208983
210,centralized,cdp,1,3.0,19.047836486097136,0,10,,29.8297981262207
215,centralized,cdp,1,3.0,19.047836486097136,0,10,,28.400722885131835
220,centralized,cdp,1,3.0,19.047836486097136,0,10,,28.892923736572264
225,centralized,cdp,1,3.0,19.047836486097136,0,10,,27.588812255859374
230,centralized,cdp,1,3.0,19.047836486097136,0,10,,27.260124588012694
235,centralized,cdp,1,3.0,19.047836486097136,0,10,,28.061144256591795
240,centralized,cdp,1,3.0,19.047836486097136,0,10,,28.82584991455078
245,centralized,cdp,1,3.0,19.047836486097136,0,10,,26.825075531005858
250,centralized,cdp,1,3.0,19.047836486097136,0,10,,26.80956687927246
255,centralized,cdp,1,3.0,19.047836486097136,0,10,,25.886110687255858
260,centralized,cdp,1,3.0,19.047836486097136,0,10,,25.685045623779295
265,centralized,cdp,1,3.0,19.047836486097136,0,10,,25.183103942871092
270,centralized,cdp,1,3.0,19.047836486097136,0,10,,26.124710464477538
275,centralized,cdp,1,3.0,19.047836486097136,0,10,,27.181499862670897
280,centralized,cdp,1,3.0,19.047836486097136,0,10,,27.59354438781738
285,centralized,cdp,1,3.0,19.047836486097136,0,10,,28.504211807250975
290,centralized,cdp,1,3.0,19.047836486097136,0,10,,28.304241561889647
295,centralized,cdp,1,3.0,19.047836486097136,0,10,,29.036329650878905
300,centralized,cdp,1,3.0,19.047836486097136,0,10,,32.12039794921875
305,centralized,cdp,1,3.0,19.047836486097136,0,10,,31.386660003662108
310,centralized,cdp,1,3.0,19.047836486097136,0,10,,30.091465377807616
315,centralized,cdp,1,3.0,19.047836486097136,0,10,,29.850950622558592
320,centralized,cdp,1,3.0,19.047836486097136,0,10,,29.83828201293945
325,centralized,cdp,1,3.0,19.047836486097136,0,10,,29.62065544128418
330,centralized,cdp,1,3.0,19.047836486097136,0,10,,29.911968612670897
335,centralized,cdp,1,3.0,19.047836486097136,0,10,,30.40579833984375
340,centralized,cdp,1,3.0,19.047836486097136,0,10,,31.527908706665038
345,centralized,cdp,1,3.0,19.047836486097136,0,10,,31.916319274902342
350,centralized,cdp,1,3.0,19.047836486097136,0,10,,33.467535400390624
355,centralized,cdp,1,3.0,19.047836486097136,0,10,,34.65656509399414
360,centralized,cdp,1,3.0,19.047836486097136,0,10,,35.584608459472655
365,centralized,cdp,1,3.0,19.047836486097136,0,10,,33.42730178833008
370,centralized,cdp,1,3.0,19.047836486097136,0,10,,33.496229553222655
375,centralized,cdp,1,3.0,19.047836486097136,0,10,,34.10838165283203
380,centralized,cdp,1,3.0,19.047836486097136,0,10,,34.25260009765625
385,centralized,cdp,1,3.0,19.047836486097136,0,10,,34.209555053710936
390,centralized,cdp,1,3.0,19.047836486097136,0,10,,34.07778396606445
395,centralized,cdp,1,3.0,19.047836486097136,0,10,,35.68579330444336
400,centralized,cdp,1,3.0,19.047836486097136,0,10,,34.089498901367186
