Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,loss
-1,centralized,ldp,0.01,0.5,17.9584724616691,0,10,-1.0
0,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.35818018859328693
5,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.3551373503666784
10,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.3542626998451759
15,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.3873789212242552
20,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.4192041697699235
25,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.4138370439719997
30,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.34258086530708187
35,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.3614970418320973
40,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.4060931297472289
45,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.4650205593766713
50,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.46402663836588287
55,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.4775754920643879
60,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.36291666433584535
65,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.39700917900891186
70,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.4002399009297576
75,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.36505096964246597
80,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.3666999610581989
85,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.38317253784158245
90,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.3716976109496568
95,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.3575875559450624
100,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.4052461159212255
105,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.3834042107873382
110,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.4097680672392502
115,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.4083343864319027
120,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.3892991842685041
125,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.3929761835161798
130,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.43503005565162156
135,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.4194879544266644
140,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.5037550350290745
145,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.4727256714526932
150,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.4426726202280856
155,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.42887700566735165
160,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.4269347599916328
165,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.46629722657221884
170,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.46021817543772425
175,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.4485967112337237
180,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.48155648320034616
185,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.47546046776936135
190,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.4877403542445182
195,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.49040540552696565
200,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.5147555468462934
205,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.5148672130991966
210,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.549926318053008
215,centralized,ldp,0.01,0.5,17.9584724616691,0,10,0.553186879840927
