Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,loss
-1,centralized,ldp,0.05,0.5,12.69855765739809,0,10,-1.0
0,centralized,ldp,0.05,0.5,12.69855765739809,0,10,0.3593718103920409
5,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.1468735292484724
10,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.3272464847779064
15,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.2808844793671215
20,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.3878962762988545
25,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.3585714306451986
30,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.5616656736694274
35,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.3088082415453512
40,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.8084100817132516
45,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.855947202099884
50,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.179119396343477
55,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.258256547182575
60,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.320079539636035
65,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.228750757155168
70,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.6690862445886943
75,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.8053831814935517
80,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.6004431765227984
85,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.7557981377939242
90,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.6048337896951357
95,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.6080743479778405
100,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.2294527212625717
105,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.463949911275108
110,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.480235152705371
115,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.4720087899292102
120,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.1965458915332206
125,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.169882170266438
130,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.404151530353657
135,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.627670941711083
140,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.7016963313524753
145,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.698044100737741
150,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.7513663527849443
155,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.906558480601893
160,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.8715956913865073
165,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.751889658763578
170,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.815579303133272
175,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.8580113582504225
180,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.7853855611898988
185,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.112946760673793
190,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.9737817211593756
195,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.6607670591975334
200,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.939871327983699
205,centralized,ldp,0.05,0.5,12.69855765739809,0,10,3.9231482465813112
210,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.420611893024494
215,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.507607076228904
220,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.600532173896422
225,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.5343676080415225
230,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.650484247193219
235,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.657285383185448
240,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.923123041338509
245,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.680592570985673
250,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.69010566547526
255,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.794734188823411
260,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.728601962107132
265,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.7308739526403185
270,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.667504115811322
275,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.952418673639528
280,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.8423059181708865
285,centralized,ldp,0.05,0.5,12.69855765739809,0,10,5.105507712302875
290,centralized,ldp,0.05,0.5,12.69855765739809,0,10,4.577605434576612
