Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,loss
-1,centralized,ldp,0.5,1,35.9169449233382,0,10,-1.0
0,centralized,ldp,0.5,1,35.9169449233382,0,10,0.3627479487607801
5,centralized,ldp,0.5,1,35.9169449233382,0,10,41.2805315975898
10,centralized,ldp,0.5,1,35.9169449233382,0,10,42.35180243627707
15,centralized,ldp,0.5,1,35.9169449233382,0,10,40.538560756856484
20,centralized,ldp,0.5,1,35.9169449233382,0,10,44.75609362335144
25,centralized,ldp,0.5,1,35.9169449233382,0,10,46.35850744712021
30,centralized,ldp,0.5,1,35.9169449233382,0,10,47.659269213500764
35,centralized,ldp,0.5,1,35.9169449233382,0,10,47.40448729926653
40,centralized,ldp,0.5,1,35.9169449233382,0,10,46.764485562585726
45,centralized,ldp,0.5,1,35.9169449233382,0,10,47.071395411056436
50,centralized,ldp,0.5,1,35.9169449233382,0,10,48.96593422595655
55,centralized,ldp,0.5,1,35.9169449233382,0,10,48.1182396622578
60,centralized,ldp,0.5,1,35.9169449233382,0,10,47.59208489118366
65,centralized,ldp,0.5,1,35.9169449233382,0,10,48.19696218872801
70,centralized,ldp,0.5,1,35.9169449233382,0,10,49.45946242226967
75,centralized,ldp,0.5,1,35.9169449233382,0,10,51.85904235231734
80,centralized,ldp,0.5,1,35.9169449233382,0,10,51.09191865131393
85,centralized,ldp,0.5,1,35.9169449233382,0,10,54.582456850778875
90,centralized,ldp,0.5,1,35.9169449233382,0,10,56.278569566755614
95,centralized,ldp,0.5,1,35.9169449233382,0,10,56.58565240912286
100,centralized,ldp,0.5,1,35.9169449233382,0,10,56.805648048345276
105,centralized,ldp,0.5,1,35.9169449233382,0,10,55.98853893256821
110,centralized,ldp,0.5,1,35.9169449233382,0,10,54.99154373278847
115,centralized,ldp,0.5,1,35.9169449233382,0,10,53.602542262886416
120,centralized,ldp,0.5,1,35.9169449233382,0,10,52.86176618546689
125,centralized,ldp,0.5,1,35.9169449233382,0,10,51.289569112285335
130,centralized,ldp,0.5,1,35.9169449233382,0,10,52.36064974634779
135,centralized,ldp,0.5,1,35.9169449233382,0,10,51.952573301870174
140,centralized,ldp,0.5,1,35.9169449233382,0,10,54.27408120821256
145,centralized,ldp,0.5,1,35.9169449233382,0,10,53.03997822320975
150,centralized,ldp,0.5,1,35.9169449233382,0,10,53.940121702373204
155,centralized,ldp,0.5,1,35.9169449233382,0,10,54.259168441791424
160,centralized,ldp,0.5,1,35.9169449233382,0,10,54.864927592369966
165,centralized,ldp,0.5,1,35.9169449233382,0,10,54.22862938996697
170,centralized,ldp,0.5,1,35.9169449233382,0,10,54.64707537708716
175,centralized,ldp,0.5,1,35.9169449233382,0,10,53.539939804850064
180,centralized,ldp,0.5,1,35.9169449233382,0,10,56.11532525902084
185,centralized,ldp,0.5,1,35.9169449233382,0,10,58.584593262433195
190,centralized,ldp,0.5,1,35.9169449233382,0,10,59.19379785966669
195,centralized,ldp,0.5,1,35.9169449233382,0,10,59.18686861055751
200,centralized,ldp,0.5,1,35.9169449233382,0,10,59.232125768510386
205,centralized,ldp,0.5,1,35.9169449233382,0,10,60.56527737244023
210,centralized,ldp,0.5,1,35.9169449233382,0,10,59.7805863046659
215,centralized,ldp,0.5,1,35.9169449233382,0,10,59.74095482510319
220,centralized,ldp,0.5,1,35.9169449233382,0,10,58.726476972289866
225,centralized,ldp,0.5,1,35.9169449233382,0,10,58.830210274426214
230,centralized,ldp,0.5,1,35.9169449233382,0,10,57.478000980701495
235,centralized,ldp,0.5,1,35.9169449233382,0,10,59.532414744224354
240,centralized,ldp,0.5,1,35.9169449233382,0,10,57.0022533397962
245,centralized,ldp,0.5,1,35.9169449233382,0,10,60.158499830375746
250,centralized,ldp,0.5,1,35.9169449233382,0,10,59.878988868160256
255,centralized,ldp,0.5,1,35.9169449233382,0,10,60.94024802892005
260,centralized,ldp,0.5,1,35.9169449233382,0,10,62.00590656451289
265,centralized,ldp,0.5,1,35.9169449233382,0,10,61.39136054592639
270,centralized,ldp,0.5,1,35.9169449233382,0,10,62.66505355103931
