,topology,lr,clip,sigma,sigma-cor,T,accuracy
0,centralized,0.05,0.1,0.0010760415196969751,0,1000,0.666
3,centralized,0.1,0.1,0.0010760415196969751,0,1000,0.7088
14,centralized,5.0,10.0,0.10760415196969754,0,1000,0.8312
11,centralized,1.0,10.0,0.10760415196969754,0,1000,0.8389
8,centralized,0.5,10.0,0.10760415196969754,0,1000,0.8497
6,centralized,0.5,0.1,0.0010760415196969751,0,1000,0.8536
13,centralized,5.0,1.0,0.010760415196969754,0,1000,0.8566
1,centralized,0.05,1.0,0.010760415196969754,0,1000,0.8667
9,centralized,1.0,0.1,0.0010760415196969751,0,1000,0.8842
4,centralized,0.1,1.0,0.010760415196969754,0,1000,0.8895
5,centralized,0.1,10.0,0.10760415196969754,0,1000,0.903
12,centralized,5.0,0.1,0.0010760415196969751,0,1000,0.9064
2,centralized,0.05,10.0,0.10760415196969754,0,1000,0.9065
7,centralized,0.5,1.0,0.010760415196969754,0,1000,0.9066
10,centralized,1.0,1.0,0.010760415196969754,0,1000,0.9068
