,topology,method,gamma,c_clip,eps_iter,eps,sigma,sigma_cor,loss
0,centralized,CDP,1e-05,1.0,0.002055690988311894,15,-1.0,-1,10.0
1,centralized,CDP,0.0016681005372000592,1.5,0.002055690988311894,15,5.8484038438417,0,0.004558733292315159
2,centralized,CDP,0.0016681005372000592,2.0,0.002055690988311894,15,7.797871791788934,0,0.000419854100577341
3,centralized,CDP,0.004641588833612777,1.0,0.002055690988311894,15,3.898935895894467,0,0.0002691733854941729
