,topology,sigma,sigma-cor,epsilon
0,grid,6.738010185558171,37.537600000000005,10.053971841735635
1,grid,7.126741542417296,28.1282,10.043849172975765
2,grid,7.515472899276421,23.423499999999997,10.104565727092643
3,grid,7.904204256135547,21.021099999999997,10.106302244283995
4,grid,8.292935612994672,19.4195,10.101883026259129
5,grid,8.681666969853797,18.3184,10.076663238537355
6,grid,9.070398326712922,17.1172,10.16309757136899
7,grid,9.459129683572048,16.7168,10.047552409264538
8,grid,9.847861040431173,15.915999999999999,10.111668141935471
9,grid,10.236592397290298,15.615699999999999,10.018816677028106
10,grid,10.625323754149424,14.8149,10.159477547101213
11,grid,11.402786467867674,14.0141,10.17002394351522
12,grid,11.7915178247268,14.0141,10.004152813855683
13,grid,12.180249181585925,13.6137,10.040054812795372
14,grid,12.56898053844505,13.213299999999998,10.088009755155163
15,grid,12.957711895304175,12.812899999999999,10.146384464036352
16,grid,13.3464432521633,12.512599999999999,10.15939082810216
17,grid,13.735174609022426,12.512599999999999,10.01607727303117
18,grid,14.123905965881551,12.1122,10.089635490821484
19,grid,14.512637322740675,11.711799999999998,10.168420073284189
20,grid,14.9013686795998,11.711799999999998,10.029436742471201
21,grid,15.290100036458925,11.311399999999999,10.110698196602097
22,grid,16.067562750177174,10.911,10.055219689041234
23,grid,16.4562941070363,10.510599999999998,10.136805841518072
24,grid,17.23375682075455,10.110199999999999,10.07660345520802
25,grid,17.622488177613675,9.7098,10.152421511621151
26,grid,18.0112195344728,9.7098,10.011296854588101
27,grid,18.399950891331926,9.3094,10.080513335173302
28,grid,18.78868224819105,8.908999999999999,10.145491206982516
29,grid,19.177413605050177,8.908999999999999,10.00070694242458
30,grid,19.566144961909302,8.5086,10.05687468522057
31,grid,19.954876318768427,8.1082,10.106870936519412
32,grid,20.343607675627553,7.7078,10.149810719655626
33,grid,21.121070389345803,7.3073999999999995,10.030113270370595
34,grid,21.50980174620493,6.906999999999999,10.053426384483371
35,grid,21.898533103064054,6.5066,10.067526548756462
36,grid,22.28726445992318,6.2063,10.031818645286736
37,grid,22.675995816782304,5.405499999999999,10.178254410245575
38,grid,23.06472717364143,5.405499999999999,10.013303022095931
39,grid,23.453458530500555,4.604699999999999,10.11823217307713
40,grid,23.84218988735968,3.8039,10.183984787778153
41,grid,24.230921244218806,3.1032,10.183268120372492
42,grid,24.61965260107793,3.1032,10.008452904998258
43,grid,25.008383957937056,1.5015999999999998,10.096266054415386
