,clip,sigma,sigma-cor,eps-iter,eps,sigma-cdp,sigma-ldp
0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,2,0.005,0.04161322645290581,25773.371749432335,5.142406037425974,0.001101132020288401,0.017618112324614417
