,topology,method,gamma,c_clip,eps_iter,eps,sigma,sigma_cor,loss
0,ring,LDP,1e-05,1.0,0.01320135465066633,50,-1.0,-1,10.0
1,ring,LDP,1e-05,1.0,0.01320135465066633,50,12.308517533019876,0,9.912640302135516
2,ring,LDP,1e-05,1.5,0.01320135465066633,50,18.462776299529814,0,9.875943313256444
3,ring,LDP,1e-05,2.0,0.01320135465066633,50,24.61703506603975,0,9.833913732831709
4,ring,LDP,1e-05,2.5,0.01320135465066633,50,30.771293832549688,0,9.79162296397373
5,ring,LDP,1e-05,3.0,0.01320135465066633,50,36.92555259905963,0,9.764893767635947
6,ring,LDP,1e-05,3.5,0.01320135465066633,50,43.07981136556956,0,9.707099274195201
7,ring,LDP,1e-05,4.0,0.01320135465066633,50,49.2340701320795,0,9.695512303554429
8,ring,LDP,2.782559402207126e-05,1.5,0.01320135465066633,50,18.462776299529814,0,9.652256621182728
9,ring,LDP,2.782559402207126e-05,2.0,0.01320135465066633,50,24.61703506603975,0,9.526252945125185
10,ring,LDP,2.782559402207126e-05,2.5,0.01320135465066633,50,30.771293832549688,0,9.446168929808348
11,ring,LDP,2.782559402207126e-05,3.0,0.01320135465066633,50,36.92555259905963,0,9.29917210707023
12,ring,LDP,2.782559402207126e-05,3.5,0.01320135465066633,50,43.07981136556956,0,9.180584371561533
13,ring,LDP,2.782559402207126e-05,4.0,0.01320135465066633,50,49.2340701320795,0,9.06663868854273
14,ring,LDP,7.742636826811278e-05,1.5,0.01320135465066633,50,18.462776299529814,0,8.98841197615269
15,ring,LDP,7.742636826811278e-05,2.0,0.01320135465066633,50,24.61703506603975,0,8.708213566952345
16,ring,LDP,7.742636826811278e-05,2.5,0.01320135465066633,50,30.771293832549688,0,8.42466594401137
17,ring,LDP,7.742636826811278e-05,3.0,0.01320135465066633,50,36.92555259905963,0,8.12721304821049
18,ring,LDP,7.742636826811278e-05,3.5,0.01320135465066633,50,43.07981136556956,0,7.844954280713698
19,ring,LDP,7.742636826811278e-05,4.0,0.01320135465066633,50,49.2340701320795,0,7.770347719228761
20,ring,LDP,0.00021544346900318823,1.5,0.01320135465066633,50,18.462776299529814,0,7.563653518050052
21,ring,LDP,0.00021544346900318823,2.0,0.01320135465066633,50,24.61703506603975,0,6.770377323461173
22,ring,LDP,0.00021544346900318823,2.5,0.01320135465066633,50,30.771293832549688,0,6.141477562912159
23,ring,LDP,0.00021544346900318823,3.0,0.01320135465066633,50,36.92555259905963,0,5.587963903262306
24,ring,LDP,0.00021544346900318823,3.5,0.01320135465066633,50,43.07981136556956,0,4.846438597809658
25,ring,LDP,0.00021544346900318823,4.0,0.01320135465066633,50,49.2340701320795,0,4.5837815986372235
26,ring,LDP,0.0005994842503189409,1.5,0.01320135465066633,50,18.462776299529814,0,3.99046261556106
27,ring,LDP,0.0005994842503189409,2.0,0.01320135465066633,50,24.61703506603975,0,2.692991420442923
28,ring,LDP,0.0005994842503189409,2.5,0.01320135465066633,50,30.771293832549688,0,1.4831156508616705
29,ring,LDP,0.0005994842503189409,3.0,0.01320135465066633,50,36.92555259905963,0,1.0241608632399584
30,ring,LDP,0.0005994842503189409,3.5,0.01320135465066633,50,43.07981136556956,0,0.481333934689605
31,ring,LDP,0.0005994842503189409,4.0,0.01320135465066633,50,49.2340701320795,0,0.1835080517322689
32,ring,LDP,0.0016681005372000592,1.5,0.01320135465066633,50,18.462776299529814,0,0.06258743245894838
