,topology,sigma,sigma-cor,epsilon,sigma-cdp,sigma-ldp
0,grid,0.043493059593688994,0.23023032792792794,30,0.04098384461713001,0.16393537846852005
1,grid,0.04851148954680695,0.15015024864864865,30,0.04098384461713001,0.16393537846852005
2,grid,0.051020704523365934,0.13013022882882883,30,0.04098384461713001,0.16393537846852005
3,grid,0.0560391344764839,0.11011020900900902,30,0.04098384461713001,0.16393537846852005
4,grid,0.058548349453042874,0.11011020900900902,30,0.04098384461713001,0.16393537846852005
5,grid,0.0685852093592788,0.0900901891891892,30,0.04098384461713001,0.16393537846852005
6,grid,0.07109442433583778,0.0900901891891892,30,0.04098384461713001,0.16393537846852005
7,grid,0.07360363931239676,0.0900901891891892,30,0.04098384461713001,0.16393537846852005
8,grid,0.07611285428895573,0.0900901891891892,30,0.04098384461713001,0.16393537846852005
9,grid,0.09116814414830962,0.07007016936936937,30,0.04098384461713001,0.16393537846852005
10,grid,0.0936773591248686,0.07007016936936937,30,0.04098384461713001,0.16393537846852005
11,grid,0.09618657410142759,0.07007016936936937,30,0.04098384461713001,0.16393537846852005
12,grid,0.09869578907798657,0.07007016936936937,30,0.04098384461713001,0.16393537846852005
13,grid,0.10120500405454555,0.07007016936936937,30,0.04098384461713001,0.16393537846852005
14,grid,0.10371421903110453,0.07007016936936937,30,0.04098384461713001,0.16393537846852005
15,grid,0.12127872386701738,0.050050149549549554,30,0.04098384461713001,0.16393537846852005
16,grid,0.12378793884357636,0.050050149549549554,30,0.04098384461713001,0.16393537846852005
17,grid,0.12629715382013534,0.050050149549549554,30,0.04098384461713001,0.16393537846852005
18,grid,0.12880636879669433,0.050050149549549554,30,0.04098384461713001,0.16393537846852005
19,grid,0.1313155837732533,0.050050149549549554,30,0.04098384461713001,0.16393537846852005
20,grid,0.1463708736326072,0.030030129729729727,30,0.04098384461713001,0.16393537846852005
21,grid,0.14888008860916618,0.030030129729729727,30,0.04098384461713001,0.16393537846852005
22,grid,0.15138930358572514,0.030030129729729727,30,0.04098384461713001,0.16393537846852005
23,grid,0.16142616349196107,0.01001010990990991,30,0.04098384461713001,0.16393537846852005
24,grid,0.16393537846852005,1e-07,30,0.04098384461713001,0.16393537846852005
