,topology,sigma,sigma-cor,epsilon
0,ring,0.6738010185558171,6.206215585585586,10.56449022076292
1,ring,0.7126741542417296,6.206215585585586,10.023358622174147
2,ring,0.7515472899276421,4.6046141441441435,10.43602168324986
3,ring,0.7904204256135546,4.6046141441441435,10.025013609997021
4,ring,0.8292935612994672,3.8038134234234233,10.460438382870313
5,ring,0.8681666969853796,3.8038134234234233,10.12890782855234
6,ring,0.9070398326712922,3.4034130630630632,10.373785974534208
7,ring,0.9459129683572047,3.103112792792793,10.585168985711585
8,ring,0.9847861040431173,3.103112792792793,10.318345572264219
9,ring,1.0236592397290298,3.103112792792793,10.070683185584304
10,ring,1.1014055111008547,2.7027124324324325,10.370320582167682
11,ring,1.1402786467867674,2.7027124324324325,10.152073001673266
12,ring,1.2180249181585925,2.302312072072072,10.636098925546184
13,ring,1.256898053844505,2.302312072072072,10.430420149844133
14,ring,1.2957711895304174,2.302312072072072,10.234582559560591
15,ring,1.33464432521633,2.302312072072072,10.047787317694784
16,ring,1.4123905965881551,1.9019117117117117,10.709255689917232
17,ring,1.4512637322740676,1.9019117117117117,10.521016533269249
18,ring,1.49013686795998,1.9019117117117117,10.34031071013861
19,ring,1.5290100036458925,1.9019117117117117,10.166629071965728
20,ring,1.6456294107036302,1.7017115315315317,10.21118836338473
21,ring,1.6845025463895427,1.5015113513513514,10.634675251890727
22,ring,1.723375682075455,1.5015113513513514,10.460941257713902
23,ring,1.7622488177613678,1.5015113513513514,10.292978450317495
24,ring,1.8011219534472802,1.5015113513513514,10.130470336802617
25,ring,1.9177413605050178,1.3013111711711713,10.231513908007598
26,ring,1.9566144961909304,1.101110990990991,10.673411644740808
27,ring,1.9954876318768429,1.101110990990991,10.49851728204658
28,ring,2.0343607675627555,1.101110990990991,10.328940852188808
29,ring,2.073233903248668,1.101110990990991,10.16443973941034
30,ring,2.1121070389345804,1.101110990990991,10.004786838131203
31,ring,2.1898533103064057,0.9009108108108108,10.221689759925843
32,ring,2.2287264459923177,0.7007106306306305,10.563427090718195
33,ring,2.2675995816782306,0.7007106306306305,10.382704442501856
34,ring,2.306472717364143,0.7007106306306305,10.207673638653114
35,ring,2.3453458530500555,0.7007106306306305,10.038081739514647
36,ring,2.4230921244218804,0.3003102702702703,10.378420477181383
37,ring,2.4619652601077933,0.3003102702702703,10.194212276612374
38,ring,2.5008383957937057,0.3003102702702703,10.016241467996148
