,topology,sigma,sigma-cor,epsilon,sigma-cdp,sigma-ldp
0,ring,0.7010927036504384,8.253557615692598,40.539360480873775,0.6606450476706054,2.6425801906824216
1,ring,0.7415403596302713,6.190333373031366,40.58339109674448,0.6606450476706054,2.6425801906824216
2,ring,0.7819880156101043,5.343882401683168,40.301631286861216,0.6606450476706054,2.6425801906824216
3,ring,0.8224356715899374,4.735495766026651,40.3227138737341,0.6606450476706054,2.6425801906824216
4,ring,0.8628833275697703,4.3122702803525526,40.362243575859345,0.6606450476706054,2.6425801906824216
5,ring,0.9033309835496033,3.915496387533085,40.84578942393877,0.6606450476706054,2.6425801906824216
6,ring,0.9437786395294363,3.7038836446960355,40.68805368457786,0.6606450476706054,2.6425801906824216
7,ring,0.9842262955092693,3.492270901858986,40.77483958633321,0.6606450476706054,2.6425801906824216
8,ring,1.0246739514891021,3.3071097518765677,40.89090577199807,0.6606450476706054,2.6425801906824216
9,ring,1.0651216074689351,3.201303380458043,40.54900931505286,0.6606450476706054,2.6425801906824216
10,ring,1.1055692634487682,3.0954970090395184,40.30429106744688,0.6606450476706054,2.6425801906824216
11,ring,1.1460169194286012,2.9896906376209937,40.14606836681325,0.6606450476706054,2.6425801906824216
12,ring,1.1864645754084342,2.883884266202469,40.065892771830235,0.6606450476706054,2.6425801906824216
13,ring,1.2269122313882672,2.7780778947839444,40.05721702491326,0.6606450476706054,2.6425801906824216
14,ring,1.2673598873681002,2.6722715233654197,40.11511360891896,0.6606450476706054,2.6425801906824216
15,ring,1.3078075433479333,2.566465151946895,40.236028567627564,0.6606450476706054,2.6425801906824216
16,ring,1.3482551993277663,2.4606587805283704,40.41755875902767,0.6606450476706054,2.6425801906824216
17,ring,1.388702855307599,2.3548524091098457,40.65824361760818,0.6606450476706054,2.6425801906824216
18,ring,1.469598167267265,2.2490460376913206,40.11499604524171,0.6606450476706054,2.6425801906824216
19,ring,1.510045823247098,2.143239666272796,40.47698635079283,0.6606450476706054,2.6425801906824216
20,ring,1.550493479226931,2.0374332948542713,40.89394938581475,0.6606450476706054,2.6425801906824216
21,ring,1.590941135206764,2.0374332948542713,40.09300483063288,0.6606450476706054,2.6425801906824216
22,ring,1.631388791186597,1.9316269234357466,40.561928291516445,0.6606450476706054,2.6425801906824216
23,ring,1.712284103146263,1.825820552017222,40.30367706836177,0.6606450476706054,2.6425801906824216
24,ring,1.752731759126096,1.7200141805986973,40.86478038785216,0.6606450476706054,2.6425801906824216
25,ring,1.793179415105929,1.7200141805986973,40.1048891999318,0.6606450476706054,2.6425801906824216
26,ring,1.8336270710857618,1.6406594020348038,40.35737340700355,0.6606450476706054,2.6425801906824216
27,ring,1.8740747270655949,1.5877562163255414,40.286530209801924,0.6606450476706054,2.6425801906824216
28,ring,1.9145223830454279,1.534853030616279,40.22277533931806,0.6606450476706054,2.6425801906824216
29,ring,1.954970039025261,1.4290466591977544,40.85409891109654,0.6606450476706054,2.6425801906824216
30,ring,1.995417695005094,1.4290466591977544,40.10819512431326,0.6606450476706054,2.6425801906824216
31,ring,2.0358653509849267,1.3232402877792295,40.739089168224865,0.6606450476706054,2.6425801906824216
32,ring,2.1167606629445928,1.2174339163607049,40.61021903382905,0.6606450476706054,2.6425801906824216
33,ring,2.197655974904259,1.1116275449421802,40.44633605239234,0.6606450476706054,2.6425801906824216
34,ring,2.278551286863925,1.0058211735236555,40.22564978728193,0.6606450476706054,2.6425801906824216
35,ring,2.318998942843758,0.9000148021051306,40.69819273854021,0.6606450476706054,2.6425801906824216
36,ring,2.359446598823591,0.8206600235412371,40.80522325726639,0.6606450476706054,2.6425801906824216
37,ring,2.3998942548034234,0.8206600235412371,40.021764938605735,0.6606450476706054,2.6425801906824216
38,ring,2.440341910783257,0.7148536521227125,40.319043385291955,0.6606450476706054,2.6425801906824216
39,ring,2.4807895667630895,0.6090472807041877,40.50223020771747,0.6606450476706054,2.6425801906824216
40,ring,2.521237222742923,0.503240909285663,40.54950105343151,0.6606450476706054,2.6425801906824216
41,ring,2.5616848787227555,0.3974345378671383,40.44326191408328,0.6606450476706054,2.6425801906824216
42,ring,2.6021325347025885,0.18582179503008886,40.56812784400931,0.6606450476706054,2.6425801906824216
43,ring,2.6425801906824216,0.0006606450476706054,39.999996604999296,0.6606450476706054,2.6425801906824216
