,topology,sigma,sigma-cor,epsilon
0,grid,0.002916750926997164,0.013757513178394187,7.21906237043429
1,grid,0.0035898472947657406,0.006880130827614622,7.799349603072031
2,grid,0.0037581213867078846,0.006880130827614622,7.592871452854759
3,grid,0.0039263954786500285,0.006880130827614622,7.406263061349755
4,grid,0.004094669570592173,0.006880130827614622,7.236592684105965
5,grid,0.004262943662534317,0.006880130827614622,7.081446219736717
6,grid,0.004936040030302893,0.005147030475218171,7.918423688899703
7,grid,0.005104314122245037,0.005147030475218171,7.793286549827679
8,grid,0.005272588214187182,0.005147030475218171,7.6738248989006195
9,grid,0.005440862306129326,0.005147030475218171,7.559430531939468
10,grid,0.00560913639807147,0.005147030475218171,7.449586298895639
11,grid,0.005777410490013614,0.005147030475218171,7.343850581467645
12,grid,0.005945684581955758,0.005147030475218171,7.241844681237833
13,grid,0.007460151409435055,0.003441439652224838,7.918158106838762
14,grid,0.0076284255013772,0.003441439652224838,7.795954255645068
15,grid,0.007796699593319344,0.003441439652224838,7.676899184534467
16,grid,0.007964973685261487,0.003441439652224838,7.5608825398996355
17,grid,0.008133247777203631,0.003441439652224838,7.447799778372859
18,grid,0.008301521869145775,0.003441439652224838,7.337551607467177
19,grid,0.00846979596108792,0.003441439652224838,7.2300435104913925
20,grid,0.008638070053030064,0.003441439652224838,7.12518534064
21,grid,0.008806344144972209,0.003441439652224838,7.022890972045854
22,grid,0.00931116642079864,0.0017083392998283875,7.874386204351777
23,grid,0.009479440512740784,0.0017083392998283875,7.734089751377564
24,grid,0.009647714604682929,0.0017083392998283875,7.598414684287711
25,grid,0.009815988696625073,0.0017083392998283875,7.467148461039004
26,grid,0.009984262788567217,0.0017083392998283875,7.3400907078510125
27,grid,0.01015253688050936,0.0017083392998283875,7.2170524061883015
28,grid,0.010320810972451504,0.0017083392998283875,7.097855140424695
29,grid,0.010489085064393649,0.0008555438883317213,7.27135551023015
30,grid,0.010657359156335793,0.0008555438883317213,7.145994064443835
31,grid,0.010825633248277936,0.0008555438883317213,7.0247891397549465
